stop_id,stop_name,stop_lat,stop_lon
10218,Hataitai Village (near 35),-41.303936,174.793577
10217,Waitoa Road at Bus Tunnel (near 73),-41.302107,174.791832
10275,Pirie Street at Bus Tunnel (near 108),-41.299060,174.787987
10274,Pirie Street at Porritt Avenue (near 66),-41.298355,174.785758
10271,Brougham Street at Elizabeth Street (near 46),-41.296779,174.785190
10269,Elizabeth Street at Kent Terrace,-41.295879,174.783410
10303,Cuba Street - James Smiths Corner,-41.291004,174.777117
10091,Caledonia Street at Calabar Road (near 9),-41.320776,174.809901
10093,Caledonia Street at Hobart Street (near 31),-41.321408,174.812714
10094,Hobart Street at Chelsea Street (near 107),-41.318889,174.814795
10132,Miramar Shops - Park Road (old shelter),-41.316070,174.816557
10143,Rotherham Terrace at Darlington Road (near 81),-41.312613,174.822757
10182,Darlington Road at Puriri Street (near 33),-41.311597,174.823756
10184,Darlington Road at Totara Terrace (near 65),-41.309747,174.824565
10186,Darlington Road at Camperdown Rd (near 115),-41.307298,174.825644
11617,Karori Park Pavilion - Karori Road,-41.287118,174.724952
11621,Karori Mall - Karori Road,-41.284443,174.738231
11623,Karori Road at Reading Street (near 218),-41.283968,174.739854
11624,Karori Normal School - Karori Road (opposite),-41.283635,174.741039
11646,Chaytor Street at Joll Street (opposite),-41.282627,174.752367
11647,Chaytor Street at Curtis Street,-41.284463,174.753025
11648,Karori Sanctuary - Chaytor Street (at Tunnel),-41.287083,174.754897
11649,Glenmore Street at Northland Road,-41.287008,174.756842
11665,Glenmore Street at Kelburn Viaduct,-41.287869,174.757653
11666,Glenmore Street at The Rigi,-41.285851,174.758280
11667,Glenmore Street at Orangi Kaupapa Rd (near 108),-41.283562,174.761920
11668,Glenmore Street at Garden Road,-41.282444,174.763215
11669,Botanic Garden - Glenmore Street (opposite),-41.280632,174.766880
11670,Tinakori Road at St Mary Street (near 360),-41.279236,174.768645
11671,Bowen Street,-41.278249,174.774254
10112,Constable Street at Owen Street (near 77),-41.313003,174.783802
10160,Constable Street at Coromandel St (near 123),-41.312578,174.786837
10113,Crawford Road at Wellington Road,-41.313419,174.789535
10114,Crawford Road at Duncan Terrace,-41.315759,174.791964
10117,Crawford Road at Childers Terrace,-41.316720,174.793292
10120,Kilbirnie Shops - Rongotai Road (Kilbirnie Sport,-41.317796,174.794767
10075,Onepu Road at Coutts Street,-41.319969,174.795770
10072,Onepu Road at Endeavour Street (near 95),-41.323396,174.795469
10051,Onepu Road at Resolution Street (near 115),-41.324540,174.795453
10054,Lyall Bay Shops - Onepu Road (near 145),-41.325856,174.795429
10055,Onepu Road at Apu Crescent (near 181),-41.327189,174.795393
10053,Onepu Road at Lyall Parade (near 219),-41.328739,174.795388
10047,Rua Street at Freyburg Street,-41.330065,174.792867
10046,Rua Street at Queens Drive (near 17),-41.330059,174.792102
10026,Sutherland Road at Rua Street (near 217),-41.331230,174.790366
10027,Sutherland Road at Queens Drive (near 250),-41.332289,174.790610
10030,Queens Drive (opposite 302),-41.335126,174.791201
10012,Lyall Bay - Hungerford Road,-41.337703,174.792310
11593,Tinakori Road at St Mary Street,-41.279305,174.768838
11594,Botanic Garden - Glenmore Street,-41.280721,174.766954
11595,Glenmore Street at Orangi Kaupapa Rd,-41.283577,174.762135
11596,Glenmore Street at The Rigi (near 147),-41.285541,174.759143
11597,Glenmore Street at Kelburn Viaduct (near 177),-41.287813,174.757806
11598,Glenmore Street (near 205),-41.288545,174.757050
10334,Brandon Street,-41.283250,174.775869
21916,Island Bay - Reef Street,-41.343140,174.770816
11747,The Esplanade at Beach Street,-41.346349,174.769444
21917,The Esplanade (opposite 432),-41.348118,174.762703
21918,The Esplanade at Severn Street,-41.347895,174.761335
21919,Owhiro Bay Parade - Happy Valley Road,-41.344171,174.759275
21920,Happy Valley Dairy (opposite),-41.342737,174.760014
21921,Happy Valley Road (near 71),-41.340935,174.760049
22377,Happy Valley Road (near 85),-41.339963,174.760023
21923,Owhiro Bay School (opposite),-41.338437,174.759648
21924,Happy Valley Road (near 137),-41.337427,174.759131
21926,Happy Valley Road (near 163),-41.335778,174.758011
21927,Murchison Street at Happy Valley Park (opposite),-41.333806,174.757994
21928,Murchison Street at Domanski Cres (opposite),-41.335410,174.760320
21929,Murchison Street at Irwell Street,-41.336596,174.764044
21930,Frobisher Street at Murchison St (near 94),-41.337330,174.764971
21931,Frobisher Street (near 64),-41.339688,174.764473
21932,Frobisher Street (near 44),-41.340484,174.763670
21933,Frobisher Street (near 24),-41.342218,174.762724
21934,Severn Street at Frobisher Street,-41.343595,174.763430
22375,Severn Street at Wye Street,-41.342462,174.764452
21936,Severn Street at Moselle Street (near 46),-41.340818,174.767718
11773,Berhampore Shops - Adelaide Rd (near 450),-41.319637,174.775237
11783,Adelaide Road at Stoke Street (near 340),-41.314308,174.775655
11784,Adelaide Road at Hall Street (near 256),-41.310200,174.776894
22774,Wellington Girls College (school stop),-41.275508,174.780317
22773,Queen Margaret College (school stop),-41.271836,174.780146
11778,South Wellington Intermediate (Rintoul St),-41.317847,174.778056
11785,Adelaide Road at Hall Street (near 259),-41.310885,174.776853
11782,Adelaide Road at Stoke Street (near 343),-41.314360,174.775812
21955,Adelaide Road at McAlister Park (near 389),-41.317235,174.775698
11750,Humber Street at The Parade,-41.340458,174.770696
21937,Severn Street at Moselle Street,-41.341267,174.767240
21938,Severn Street at Frobisher Street (near 121),-41.343737,174.763554
21939,Frobisher Street (near 35),-41.341940,174.762633
21940,Frobisher Street (near 53),-41.340570,174.763326
21941,Frobisher Street (near 75),-41.339601,174.764244
21942,Frobisher Street at Murchison St (near 99),-41.337459,174.764736
21943,Murchison Street at Jordan Street,-41.336741,174.763976
21944,Murchison Street at Domanski Cres,-41.335624,174.760481
21945,Murchison Street at Happy Valley Park,-41.334002,174.758131
23320,Happy Valley Road (opposite 165),-41.335605,174.758162
21946,Owhiro Bay School,-41.338390,174.759826
21947,Happy Valley Road (near 88),-41.339969,174.760226
22376,Happy Valley Road (near 70),-41.340869,174.760250
21948,Happy Valley Dairy,-41.342661,174.760251
21949,Owhiro Bay Parade - Happy Valley Road (near 4),-41.344258,174.759457
21950,The Esplanade at Severn Street (near 441),-41.347741,174.761450
22378,The Esplanade (near 432),-41.347955,174.762770
21951,The Esplanade (near 354),-41.347929,174.766821
11746,The Esplanade at Beach Street (near 300),-41.345861,174.769562
22974,Island Bay - Reef Street (near 30),-41.342749,174.770459
23177,Wellington Station - Stop V,-41.278713,174.778672
21791,The Ridgeway at Wentworth Street (near 130),-41.317792,174.763958
21792,The Ridgeway at Mornington Road,-41.315945,174.765223
21793,Mills Road at Vennell Street (near 48),-41.313427,174.765538
21794,Mills Road at Veronica Street (near 26),-41.312180,174.765791
21795,Washington Ave at Connaught Tce,-41.309283,174.765594
21796,Washington Avenue (near 104),-41.307700,174.766638
21797,Brooklyn School - Washington Avenue,-41.305827,174.766648
21798,Brooklyn Library,-41.305086,174.765577
21799,Brooklyn Village - Cleveland Street,-41.305386,174.763650
21800,Ohiro Road at Tanera Crescent (near 154),-41.303857,174.763490
21801,Brooklyn Road at Ohiro Road,-41.302634,174.764568
21802,Brooklyn Road at Washington Ave (opposite),-41.302629,174.766108
21804,Brooklyn Road at Bidwill Street (opposite),-41.302654,174.769178
21805,Renouf Tennis Centre,-41.301411,174.769145
21806,Central Park,-41.298682,174.768558
21807,Brooklyn Road at Webb Street (Pukehinau Flats),-41.297212,174.769868
21808,Willis Street - Abel Smith Street,-41.294666,174.771495
21809,Willis Street - Cumberland House,-41.293303,174.772259
21810,Willis Street - Dixon Street,-41.291149,174.773503
21811,Willis Street - Flagstaff Lane,-41.289933,174.774139
10361,Wellington Station - Stop B,-41.278288,174.779377
21812,Victoria Street - Manners Mall,-41.290940,174.775396
21813,Victoria Street - Vivian Street,-41.293711,174.773237
21814,Victoria Street - Abel Smith Street,-41.295046,174.772521
21815,Brooklyn Road at Webb Street,-41.297133,174.770332
21816,Central Park (opposite),-41.298671,174.768713
21817,Renouf Tennis Centre (opposite),-41.300730,174.769545
21818,Brooklyn Road at Bidwill Street,-41.302753,174.769754
21819,Brooklyn Road at Washington Ave,-41.302811,174.765946
21820,Brooklyn Road at Brooklyn Terrace,-41.302752,174.764523
21821,Ohiro Road at Tanera Crescent (near 157),-41.304198,174.763606
21822,Brooklyn Village - Ohiro Road,-41.304948,174.763435
21823,Brooklyn Library (opposite),-41.304923,174.765083
21825,Washington Avenue (near 83),-41.307165,174.766875
21824,Washington Avenue (near 115),-41.308272,174.766355
21826,Washington Ave at Connaught Tce (near 151),-41.310155,174.766286
21827,Mills Road at Fortunatus Street (near 23),-41.312051,174.766002
21828,Mills Road at Vennell Street (near 59),-41.313937,174.765730
21829,The Ridgeway at Ingestre Street (near 93),-41.315834,174.765411
21830,The Ridgeway (near 111),-41.317002,174.764988
21831,The Ridgeway at Farnham Street (near 137),-41.318323,174.764020
21832,The Ridgeway at Kingston Heights Road (near 175),-41.320701,174.763988
21833,Kingston Shops - Quebec Street (opposite),-41.323524,174.763717
21848,Kowhai Park - Mitchell Street,-41.315527,174.758307
21849,Mitchell Street (near 212),-41.314288,174.756876
21850,Mitchell Street at Virginia Grove (near 184),-41.312685,174.757455
21851,Mitchell Street at Colorado Grove (near 162),-41.310649,174.758069
22213,Mitchell Street at Hoover Street (near 138),-41.308715,174.758567
21852,Mitchell Street at Karepa Street (near 114),-41.307632,174.758120
21853,Karepa Street (opposite 171),-41.305993,174.757479
21854,Karepa Street at Ashton Fitchett Dr (near 102),-41.304235,174.758209
21855,Karepa Street (near 80),-41.302547,174.758426
21856,Apuka Street at Mitchell Street (near 48),-41.302093,174.759871
21857,Mitchell Street (near 33),-41.303533,174.759934
21858,Todman Street at Mitchell Street (near 88),-41.305978,174.759641
21859,Todman Street (near 60),-41.306524,174.761065
21835,Todman Street (near 53),-41.306742,174.760963
21836,Todman Street at Mitchell Street (near 97),-41.306294,174.759601
21837,Mitchell Street (near 38),-41.303743,174.759736
21838,Apuka Street at Mitchell Street,-41.302237,174.759851
21839,Karepa Street at Apuka Street (near 57),-41.302137,174.758726
21841,Karepa Street (near 73),-41.302599,174.758607
21840,Karepa Street at Ashton Fitchett Dr (near 125),-41.304051,174.758431
21842,Karepa Street (near 175),-41.305900,174.757692
21843,Karepa Street at Mitchell Street,-41.306979,174.757828
21844,Mitchell Street at Hoover Street (near 129),-41.308456,174.759002
21845,Mitchell Street at Phoenix Way (near 157),-41.310546,174.758353
21847,Mitchell Street at Virginia Grove,-41.313100,174.757454
21846,Mitchell Street (near 207),-41.314294,174.757091
21860,Aro Street Terminus,-41.293672,174.761068
21861,Aro Street at Durham Street,-41.294788,174.763486
21862,Aro Street at Devon Street (near 92),-41.295267,174.766890
21863,Aro Street at Willis Street,-41.296080,174.770268
21864,Aro Street at Ohiro Road,-41.296097,174.769790
21865,Aro Street at Boston Terrace,-41.295598,174.768213
21866,Aro Street at Epuni Street (near 105),-41.295399,174.766511
21867,Aro Street at Durham Street (near 181),-41.295264,174.764143
22421,Newtown Park - Wellington Zoo,-41.319468,174.784503
11761,Mansfield Street at Roy Street (near 305),-41.318510,174.781228
11763,Riddiford Street at Gordon St (Caltex),-41.315705,174.780304
10156,John Street at Adelaide Road (near 11),-41.307198,174.777112
10155,National Dance and Drama Centre - Stop A,-41.307597,174.775176
10206,Wallace Street at Carrington Street (near 112),-41.306005,174.775001
10204,Wallace Street at Howard Street (near 82),-41.304610,174.774952
10202,Massey University - Wallace Street (opposite),-41.302056,174.774071
10259,Taranaki Street (near 274),-41.299787,174.774631
10262,Taranaki Street at Abel Smith Street,-41.297252,174.776067
10263,Taranaki Street at Vivian Street (Briscoes),-41.295173,174.777193
22352,Taranaki Street at Courtenay Place (near 72),-41.293364,174.778231
10305,Taranaki Street at Courtenay Place,-41.293061,174.778665
10264,Taranaki Street at Vivian Street,-41.295851,174.777009
10260,Taranaki Street (near 217),-41.299202,174.775188
10203,Massey University - Wallace Street,-41.302383,174.774498
10207,Wallace Street at Howard Street,-41.305292,174.775137
10205,Wallace Street at John Street (near 143),-41.306912,174.775205
10157,John Street at Adelaide Road,-41.307128,174.777552
11762,Mansfield Street (near 277),-41.317217,174.780966
11759,Mansfield Street at Roy Street (near 311),-41.318803,174.781463
11890,Dundas Street at Monro Street (near 68),-41.323429,174.834227
11831,Seatoun Village - Dundas Street,-41.322693,174.830610
11830,Ferry Street at Ludlam Street (near 49),-41.322902,174.828812
11829,Broadway at Cavendish Square,-41.324556,174.826158
11908,Broadway at Tio Tio Road (near 530),-41.324149,174.822801
11827,Strathmore Park Shops - Broadway,-41.324578,174.820734
10064,Broadway at Monorgan Road,-41.325199,174.818470
11826,Broadway at Crawford Green (near 426),-41.325324,174.814518
11823,Hobart Street at Broadway (near 3),-41.325022,174.811929
11821,Hobart Street at Kedah Street (near 31),-41.323700,174.812419
22171,Karori Sanctuary - Northland Tunnel Road,-41.286095,174.754716
22172,Northland Tunnel (opposite Putnam St),-41.284867,174.754910
22173,Northland Village - Northland Road (Hell Pizza),-41.283216,174.757433
22174,Northland Road (near 87),-41.281511,174.758844
22175,Northland Road at Kaihuia Street (near 127),-41.279329,174.759586
22176,Northland Road at Pembroke Road (near 141),-41.279412,174.761188
22177,Pembroke Road (near 19),-41.277656,174.760592
22179,Pembroke Road at Cheshire Street (near 67),-41.276066,174.759117
22181,Pembroke Road at Huntingdon Street (near 117),-41.273916,174.758355
22182,Pembroke Road at Hereford Street  (near 171),-41.271906,174.758517
22184,Pembroke Road (near 203),-41.270494,174.763123
22185,Mairangi Road (near 217),-41.268893,174.763557
22186,Mairangi Road at Euston Road (near 130),-41.267393,174.765630
22188,Mairangi Road at Dorset Way (near 112),-41.266996,174.766276
22190,Mairangi Road at Rutland Way (near 92),-41.266065,174.767075
22191,Mairangi Road at Norwich Street (near 68),-41.264672,174.766321
22192,Mairangi - Norwich Street,-41.265214,174.764414
22193,Norwich Street at Mairangi Road (near 2),-41.264329,174.766312
22194,Mairangi Road at Rutland Way (near 107),-41.265634,174.766980
22196,Mairangi Road at Warwick Street (near 135),-41.267524,174.765920
22198,Mairangi Road (near 159),-41.268808,174.763782
22200,Mairangi Road at Monmouth Way (near 196),-41.270816,174.762666
22201,Pembroke Road at Hereford Street,-41.271611,174.759500
22202,Pembroke Road at Huntingdon Street,-41.273877,174.758593
22204,Pembroke Road at Cheshire Street (near 72),-41.276250,174.759468
22205,Pembroke Road (near 24),-41.277573,174.760745
11805,Hataitai Village (Methodist Church),-41.304237,174.795043
11806,Waipapa Road (near 96),-41.303431,174.797063
22465,Waipapa Road at Huia Road (near 66),-41.302149,174.798461
22466,Waipapa Road at Peranga Terrace (near 38),-41.300510,174.800148
22467,Waipapa Road at Te Anau Rd (near 20),-41.299863,174.801253
22468,Arawa Road at Hohiria Road (near 18),-41.299079,174.801244
22476,Hataitai Road at Te Anau Road (near 10),-41.297233,174.801217
11809,Grafton Road (near 114),-41.294658,174.800598
11811,Grafton Road (near 102),-41.293715,174.800417
11812,The Crescent at Grafton Road (near 66),-41.291808,174.800281
11814,The Crescent (near 44),-41.290527,174.799828
11816,The Crescent (near 14),-41.289173,174.800603
22477,Grafton Road at The Crescent (near 22),-41.289234,174.801870
11819,Roseneath Shops (opposite),-41.287851,174.802215
22479,Carlton Gore Road at Lindum Terrace,-41.288178,174.801471
10336,Oriental Parade at Carlton Gore Rd,-41.288341,174.799637
10318,Oriental Parade (near 328),-41.289115,174.797963
10316,Oriental Parade at Grass Street (near 260),-41.291140,174.795737
10315,Oriental Parade at Oriental Terrace,-41.291390,174.792973
10314,Oriental Parade at Freyberg Pool (opposite),-41.291210,174.790043
10311,Oriental Parade at Cable Street (near 62),-41.292320,174.785846
22138,Warwick Street at Wilton Road,-41.268258,174.759673
22140,Warwick Street at Gloucester Street (near 4),-41.268780,174.759711
22141,Gloucester Street (near 5),-41.269219,174.758708
22142,Gloucester Street at Worcester St (near 21),-41.270096,174.756678
22143,Gloucester Street at Wilton Road (near 51),-41.268739,174.757059
22144,Wilton Park - Wilton Road (near 185),-41.269813,174.755142
22145,Wilton - Surrey Street,-41.271366,174.754921
22481,Cardinal McKeefry School - Wilton Rd,-41.275371,174.756293
22146,Wilton Park - Wilton Road,-41.269770,174.754986
22147,Otari-Wilton's Bush (Otari School),-41.268314,174.756594
22148,Gloucester Street at Worcester St (near 22),-41.269872,174.756624
22150,Gloucester Street (near 14),-41.269122,174.758550
22151,Warwick Street at Gloucester Street,-41.268532,174.759441
22153,Wilton Road at Warwick Road (near 122),-41.267972,174.760131
22155,Wilton Road (near 74),-41.266201,174.762889
22157,Izard Park - Wilton Road,-41.264272,174.764162
22159,Wilton Road at Purakau Avenue (near 6),-41.262351,174.765531
22160,Wadestown School - Wilton Road (opposite),-41.261641,174.767195
22161,Wadestown Road at Lytton Street (near 158),-41.261610,174.769808
22162,Wadestown Shops (near 98),-41.261826,174.774517
22163,Wadestown Road at Pitt Street,-41.261794,174.776055
22164,Lennel Road at Moorhouse Street,-41.262629,174.777403
22165,Lennel Road at Sefton Street,-41.264113,174.778684
22166,Grosvenor Terrace at Barnard Street,-41.265207,174.781364
22167,Grosvenor Terrace at Lower Watt St (opposite),-41.266037,174.780049
22168,Grosvenor Terrace at Orchard Street (opposite),-41.267221,174.779795
22169,Grant Road at Newman Terrace (near 35),-41.269288,174.778334
22170,Park Street at Tinakori Road (near 6),-41.271430,174.777258
11592,Murphy Street - Motorway,-41.272338,174.777975
10310,Waitangi Park - Cable Street,-41.292208,174.784887
10312,Oriental Parade at Chaffers Marina,-41.291682,174.786879
10313,Oriental Parade at Freyberg Pool,-41.291067,174.789955
11579,Oriental Parade at Oriental Terrace (opposite),-41.291246,174.792946
11580,Oriental Parade at Fishermans Table,-41.291245,174.794211
22447,Oriental Parade at Grass Street,-41.290797,174.796337
10317,Oriental Parade (opposite 324),-41.289323,174.797347
10335,Oriental Parade at Carlton Gore Rd (opposite),-41.288115,174.799691
22458,Roseneath Shops,-41.287811,174.802441
11818,Grafton Road at The Crescent (near 21),-41.289650,174.801774
11817,Grafton Road (near 39),-41.290764,174.801411
11813,Grafton Road at The Crescent,-41.292056,174.800550
11810,Grafton Road (near 97),-41.293730,174.800620
11808,Grafton Road (near 123),-41.294700,174.800790
22459,Grafton Road (near 171),-41.296572,174.802047
22460,Hataitai Road at Arawa Road,-41.297632,174.801049
22509,Cardinal McKeefry School - Wilton Rd (opposite),-41.275401,174.756067
11650,Kelburn Normal School - Upland Road,-41.287126,174.760917
11651,Kelburn Village - Upland Road (near 94),-41.288927,174.762111
11652,Upland Road at Glasgow Street (near 38),-41.287494,174.765727
11653,Victoria University - Kelburn Parade (near 42),-41.288742,174.767778
10327,The Terrace at Salamanca Road (near 230),-41.288106,174.772251
10328,The Terrace at Dalmuir Lane (near 130),-41.283406,174.774524
10346,The Terrace at Aurora Terrace (near 70),-41.281472,174.774974
10348,The Terrace at Bolton Street (near 22),-41.279800,174.775311
23179,Ghuznee Street - Cuba Street (near 37),-41.293573,174.776374
23206,Ghuznee Street at Willis Street,-41.292568,174.773194
10300,The Terrace at Ghuznee Street,-41.291019,174.770824
11635,Karori Sanctuary - Birdwood Street,-41.286779,174.754137
11636,Birdwood Street at Braithwaite Street,-41.284170,174.750927
11637,Messines Road at Braithwaite Street (near 1),-41.284482,174.748810
11638,Messines Road (near 15),-41.285413,174.749134
11639,Plymouth Street at Messines Road (near 3),-41.286892,174.749650
11625,Victoria University - Karori Campus (opposite),-41.284990,174.742591
11626,Donald Street at Firth Terrace (near 53),-41.287197,174.743712
11627,Gipps Street at Donald Street (near 28),-41.287996,174.744510
11628,Gipps Street at Shirley Street (near 10),-41.287490,174.746407
11634,Birdwood Street at Braithwaite Street (near 1),-41.283819,174.750942
11654,The Terrace at Salamanca Road (near 245),-41.289311,174.771829
11655,Ghuznee Street at Motorway Bridge,-41.292027,174.772057
11656,Ghuznee Street - Cuba Street (near 38),-41.293394,174.776322
10239,Darlington Road (near 155),-41.305746,174.825863
22339,Highbury Terminus,-41.293997,174.753254
22340,Highbury Road at Disley Street,-41.292478,174.754850
22342,Moana Road at Highbury Road (near 4),-41.291822,174.757113
22343,Moana Road at Disley Street (opp 61),-41.290412,174.755691
22344,Moana Road (near 46),-41.289595,174.754928
22348,Moana Road (near 18),-41.288122,174.754650
22349,Raroa Road (near 1),-41.287839,174.756064
22350,Raroa Road at Fairview Crescent (near 35),-41.289154,174.757281
22351,Plunket Street (near 24),-41.288418,174.760079
22353,Hawker Street at Majoribanks Street (near 5),-41.294773,174.787333
22354,Hawker Street at Doctors Common (near 33),-41.293313,174.788607
22355,Hawker Street at Moeller Street,-41.292121,174.790557
22356,Palliser Road at Charles Plimmer Park,-41.294589,174.795210
22357,Palliser Road (near 46),-41.293582,174.797404
22359,Roseneath Terrace at Thane Road,-41.293142,174.799040
22360,Thane Road at Robieson Street (near 17),-41.294799,174.799073
22361,Alexandra Road at Lookout Road (near 7),-41.295902,174.798769
22362,Alexandra Road (near 25),-41.296470,174.797578
22363,Alexandra Road at Upoko Road,-41.297750,174.795189
22364,Mt Victoria Terminus,-41.296365,174.795067
22365,Alexandra Road at Upoko Road (near 46),-41.297298,174.795869
22366,Alexandra Road (near 14),-41.296231,174.797309
22367,Alexandra Road at Lookout Road (near 5),-41.295774,174.798359
22368,Thane Road at Robieson Street,-41.294259,174.799022
22369,Roseneath Terrace at Thane Road (near 8),-41.293137,174.798765
22370,Palliser Road (near 45),-41.293760,174.797528
22371,Palliser Road at Charles Plimmer Park (near 83),-41.294877,174.795779
22372,Moeller Street at Hawker Street (near 78),-41.292313,174.790957
22373,Hawker Street at Doctors Common (near 38),-41.293438,174.788658
22374,Hawker Street at Majoribanks Street,-41.294861,174.787527
22330,Plunket Street (opposite 20),-41.288684,174.760325
22331,Plunket Street at Raroa Road (near 69),-41.289066,174.758891
22332,Raroa Road at Cluny Avenue (near 40),-41.289361,174.757310
22333,Raroa Road (near 4),-41.287968,174.755912
22334,Moana Road (near 15),-41.288285,174.755156
22336,Moana Road (near 47),-41.289627,174.755168
22337,Moana Road at Disley Street (near 67),-41.290398,174.755989
22341,Highbury Road at Moana Road (near 11),-41.291965,174.757225
22338,Highbury Road at Disley Street (near 25),-41.292648,174.754914
21905,Balfour Street (near 21),-41.319980,174.766956
21906,Balfour Street (near 65),-41.317999,174.768085
21907,Balfour Street (near 83),-41.316850,174.767839
21908,McColl Street (near 46),-41.315985,174.769058
21909,McColl Street at Krull Street (near 12),-41.313604,174.769305
21910,Short Street at Moffitt Street,-41.312681,174.770152
21911,Finnimore Terrace at Dransfield St (near 10),-41.311867,174.771564
21912,Hutchison Road at John Street,-41.307371,174.774632
21880,Duthie Street at Plymouth Street (near 45),-41.287891,174.747886
21881,Duthie Street at Hurman Street (near 73),-41.289500,174.747499
21882,Croydon Street at Versailles Street (near 17),-41.291864,174.747203
21883,Croydon Street (near 49),-41.293951,174.746160
21884,Campbell Street (near 136),-41.293074,174.744023
21885,Campbell Street (near 106),-41.290896,174.742138
21886,Verviers Street at Kano Street (near 39),-41.290137,174.741079
21887,Beauchamp Street at Verviers St (near 76),-41.290258,174.739638
21888,Beauchamp Street at Tisdall Street (near 60),-41.289034,174.738973
21889,Beauchamp Street at Dasent Street (near 40),-41.288087,174.738470
21868,Karori Mall - Beauchamp St (Recreation Centre),-41.285277,174.737238
10154,National Dance and Drama Centre - Stop B,-41.307567,174.774769
21890,Finnimore Terrace at Dransfield St,-41.312299,174.772185
21891,Short Street at Liardet Street,-41.313027,174.769911
21892,McColl Street at Krull Street (near 9),-41.314033,174.769496
21894,Balfour Street (near 82),-41.316252,174.769269
21893,Balfour Street (opposite 81),-41.316928,174.768044
21895,Balfour Street (near 54),-41.318187,174.768174
21897,Balfour Street (near 24),-41.319673,174.767031
22404,Island Bay - Dover Street,-41.328137,174.774809
10044,Houghton Bay Road at Volga Street,-41.329473,174.781070
10045,National Hockey Stadium (opposite),-41.326430,174.780379
10071,Lavaud Street at Russell Street,-41.323900,174.779199
10069,Rintoul Street at Blythe Street (near 282),-41.323015,174.777586
10070,Rintoul Street at Luxford Street (near 228),-41.320193,174.777773
22405,Rintoul Street at Blythe Street (near 273),-41.322507,174.777835
22406,Lavaud Street at Russel Street (near 4),-41.323776,174.779614
22407,National Hockey Stadium,-41.326544,174.780585
22408,Mt Albert Road at Volga Street,-41.328459,174.780230
22388,Buckley Road at Houghton Bay Rd,-41.330599,174.782833
22389,Buckley Road (near 45),-41.332865,174.783647
22390,Buckley Road (near 77),-41.334989,174.784338
22391,Buckley Road (near 109),-41.336920,174.782921
22392,Buckley Road (near 146),-41.339133,174.781343
11755,Melrose Road at Southgate Road (near 76),-41.337711,174.780672
11754,Melrose Road at Witham Street (near 56),-41.336489,174.780471
11753,Melrose Road (near 32),-41.336758,174.779355
11752,Melrose Road at Melbourne Road (near 6),-41.338322,174.776637
22380,Houghton Bay - Houghton Bay Road (near 2),-41.340474,174.785467
22381,Houghton Bay Road at Hungerford Road,-41.338963,174.786477
22382,View Road at Hungerford Road (near 92),-41.338351,174.789986
22383,View Road at Twomey Grove (near 60),-41.336681,174.789618
22384,View Road (near 24),-41.334924,174.789080
22385,Houghton Bay Road at View Road (near 84),-41.333198,174.788304
22386,Houghton Bay Road at Hornsey Road,-41.332066,174.786947
22415,Hornsey Road (near 48),-41.330071,174.786117
22416,Hornsey Road (near 57),-41.328939,174.786468
22417,Hornsey Road at Sunglow Avenue (near 49),-41.327948,174.786501
22418,Hornsey Road at Auckland Terrace,-41.325185,174.787537
22419,Sutherland Road at Sutherland Crescent,-41.322732,174.788964
22420,Manchester Street at Caprera Street (opposite),-41.321513,174.786780
11758,Wellington Zoo - Manchester Street,-41.319579,174.784924
11760,Wellington Zoo - Daniell Street,-41.319067,174.784193
22409,Manchester Street at Caprera Street,-41.321320,174.787062
22410,Sutherland Road at Rodrigo Road,-41.322595,174.789068
22411,Hornsey Road at Auckland Terrace (near 25),-41.325616,174.787668
22412,Hornsey Road at Sunglow Avenue (near 47),-41.327869,174.786953
22413,Hornsey Road (near 65),-41.329446,174.786900
22414,Hornsey Road (opposite 50),-41.330095,174.786261
22400,Hungerford Road at Houghton Bay Road (near 73),-41.338829,174.787633
22401,Houghton Bay - Houghton Bay Road,-41.341296,174.785310
22387,Sinclair Park - Houghton Bay Road,-41.330823,174.784619
10133,Miramar Avenue - Holy Cross Church,-41.316703,174.816933
10144,Awa Road at Totara Road,-41.312152,174.825730
10147,Awa Road at Seatoun Heights Rd (near 45),-41.312097,174.826911
10188,Nevay Road (opposite 16),-41.310266,174.828234
10191,Nevay Road (opposite 50),-41.308547,174.828700
10192,Nevay Road at Taipakupaku Road,-41.306449,174.829215
10245,Nevay Road at Totara Road,-41.303833,174.828940
10247,Nevay Road at Glenville Road (near 149),-41.301732,174.829108
10248,Nevay Road (near 164),-41.300088,174.828836
10284,Nevay Road (near 198),-41.298474,174.828373
10287,"Nevay Road, Prison Gates (near 223)",-41.296556,174.828893
10282,Mt Crawford - Wellington Prison (to city),-41.294240,174.827288
10233,Akaroa Drive at Countess Close (near 160),-41.301299,174.820533
10231,Kaikoura Street at Akaroa Drive (near 102),-41.302652,174.820451
10228,Kaikoura Street at Tamahine Street (near 44),-41.304109,174.818819
10226,Kaikoura Street at Cobar Close (near 28),-41.305979,174.817306
10176,Kaikoura Street at Akaroa Drive (near 2),-41.307144,174.817732
10174,Akaroa Drive at Waiwera Crescent,-41.308305,174.817179
10172,Akaroa Drive at Maupuia Road,-41.309213,174.814421
10171,Maupuia Road at Aranui Street (near 60),-41.312003,174.813948
10126,Maupuia Road at Miramar Ave (to city),-41.314452,174.812869
11803,Evans Bay Marina (opposite),-41.311171,174.796844
11802,Evans Bay Boatyard (opposite),-41.309574,174.797625
