stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_short_name
100001,northbound Government NS Belleville (Stop ID: 100001),48.420337,-123.368754,0,,Government at Belleville
100002,southbound Government FS Belleville (Stop ID: 100002),48.419737,-123.368941,0,,Government at Belleville
100003,Bay 4 at Parliament Buildings (Stop ID: 100003),48.419141,-123.368942,0,,Bay 4
100004,westbound Superior FS Government (Stop ID: 100004),48.418292,-123.369349,0,,Superior at Government
100005,westbound Belleville FS Douglas (Stop ID: 100005),48.420456,-123.367347,0,,Belleville at Douglas
100006,eastbound Superior FS Government (Stop ID: 100006),48.418266,-123.368052,0,,Superior at Government
100007,eastbound Superior FS Menzies (Stop ID: 100007),48.418012,-123.371875,0,,Superior at Menzies
100008,westbound Superior FS Menzies (Stop ID: 100008),48.418261,-123.372801,0,,Superior at Menzies
100009,southbound Patrica Bay FS Haliburton (Stop ID: 100009),48.51395,-123.384455,0,,Patrica Bay at Haliburton
100010,northbound Douglas FS Belleville (Stop ID: 100010),48.420992,-123.366113,0,,Douglas at Belleville
100011,southbound Menzies FS Superior (Stop ID: 100011),48.417842,-123.372635,0,,Menzies at Superior
100012,northbound Douglas NS Elliot Street (Stop ID: 100012),48.419223,-123.365871,0,,Douglas at Elliot Street
100013,northbound Menzies FS Michigan (Stop ID: 100013),48.417181,-123.372861,0,,Menzies at Michigan
100015,southbound Humboldt NS Penwell (Stop ID: 100015),48.421533,-123.36537,0,,Humboldt at Penwell
100016,eastbound Sooke FS Townsend (Stop ID: 100016),48.37837,-123.722045,0,,Sooke at Townsend
100017,eastbound Burdett FS Douglas (Stop ID: 100017),48.422044,-123.365448,0,,Burdett at Douglas
100018,eastbound 5250 block Sooke (Stop ID: 100018),48.389049,-123.642864,0,,5250 Sooke
100019,southbound Douglas FS Courtney (Stop ID: 100019),48.422729,-123.365951,0,,Douglas at Courtney
100020,northbound Douglas NS Courtney (Stop ID: 100020),48.42269,-123.365665,0,,Douglas at Courtney
100021,eastbound Superior FS Oswego (Stop ID: 100021),48.419392,-123.376034,0,,Superior at Oswego
100022,southbound Menzies FS Michigan (Stop ID: 100022),48.416596,-123.373298,0,,Menzies at Michigan
100023,southbound Oswego FS Superior (Stop ID: 100023),48.419298,-123.376726,0,,Oswego at Superior
100024,Bay 3 at Blanshard Terminus (Stop ID: 100024),48.421222,-123.363362,0,,Bay 3
100025,Bay 1 at Blanshard Terminus (Stop ID: 100025),48.421881,-123.36407,0,,Bay 1
100026,northbound Government FS Broughton (Stop ID: 100026),48.424259,-123.367943,0,,Government at Broughton
100027,westbound Toronto NS Huntington (Stop ID: 100027),48.415879,-123.366885,0,,Toronto at Huntington
100028,eastbound Fort NS Langley (Stop ID: 100028),48.424948,-123.368905,0,,Fort at Langley
100029,Bay 3 at Parliament Buildings (Stop ID: 100029),48.418968,-123.368941,0,,Bay 3
100030,northbound Oswego NS Michigan (Stop ID: 100030),48.418757,-123.37715,0,,Oswego at Michigan
100031,northbound Menzies FS Simcoe (Stop ID: 100031),48.415561,-123.373733,0,,Menzies at Simcoe
100032,northbound Douglas NS Fort (Stop ID: 100032),48.42436,-123.365254,0,,Douglas at Fort
100033,eastbound Fort FS Douglas (Stop ID: 100033),48.424464,-123.364578,0,,Fort at Douglas
100034,southbound Douglas NS Fort (Stop ID: 100034),48.424965,-123.365397,0,,Douglas at Fort
100035,westbound Fairfield FS Quadra (Stop ID: 100035),48.420206,-123.36074,0,,Fairfield at Quadra
100036,southbound Menzies FS Simcoe (Stop ID: 100036),48.414947,-123.374442,0,,Menzies at Simcoe
100037,northbound Douglas FS Avalon (Stop ID: 100037),48.414869,-123.366292,0,,Douglas at Avalon
100038,eastbound Avalon NS Douglas (Stop ID: 100038),48.414674,-123.36689,0,,Avalon at Douglas
100039,eastbound Fairfield NS Quadra (Stop ID: 100039),48.420182,-123.360993,0,,Fairfield at Quadra
100040,westbound Humboldt NS Quadra (Stop ID: 100040),48.418809,-123.361062,0,,Humboldt at Quadra
100041,eastbound Humboldt FS Quadra (Stop ID: 100041),48.418614,-123.361003,0,,Humboldt at Quadra
100042,southbound Douglas NS View (Stop ID: 100042),48.425751,-123.365188,0,,Douglas at View
100043,eastbound Fairfield FS Quadra (Stop ID: 100043),48.419355,-123.360263,0,,Fairfield at Quadra
100044,northbound Oswego FS St James (Stop ID: 100044),48.417058,-123.378942,0,,Oswego at St James
100045,eastbound Fort FS Blanshard (Stop ID: 100045),48.424168,-123.361818,0,,Fort at Blanshard
100046,southbound Douglas FS Avalon (Stop ID: 100046),48.413563,-123.367226,0,,Douglas at Avalon
100047,southbound Wharf NS Yates (Stop ID: 100047),48.427088,-123.370437,0,,Wharf at Yates
100048,westbound Yates NS Broad (Stop ID: 100048),48.426464,-123.365687,0,,Yates at Broad
100049,westbound Niagara FS Medana (Stop ID: 100049),48.413682,-123.375213,0,,Niagara at Medana
100050,northbound Government NS Johnson (Stop ID: 100050),48.427214,-123.367173,0,,Government at Johnson
100051,northbound Douglas FS Yates (Stop ID: 100051),48.426702,-123.364656,0,,Douglas at Yates
100052,eastbound Niagara NS Medana (Stop ID: 100052),48.41359,-123.375249,0,,Niagara at Medana
100053,eastbound Johnson NS Store (Stop ID: 100053),48.42774,-123.369684,0,,Johnson at Store
100054,westbound Niagara NS Clarence (Stop ID: 100054),48.412986,-123.373735,0,,Niagara at Clarence
100055,eastbound Johnson FS Broad (Stop ID: 100055),48.427247,-123.365612,0,,Johnson at Broad
100056,eastbound Fairfield NS Vancouver (Stop ID: 100056),48.418359,-123.358644,0,,Fairfield at Vancouver
100057,southbound Oswego FS Beckley (Stop ID: 100057),48.416206,-123.380044,0,,Oswego at Beckley
100058,eastbound Niagara FS Clarence (Stop ID: 100058),48.412816,-123.37365,0,,Niagara at Clarence
100059,eastbound Humboldt NS Vancouver (Stop ID: 100059),48.417365,-123.359038,0,,Humboldt at Vancouver
100060,westbound Humboldt FS Vancouver (Stop ID: 100060),48.417461,-123.358954,0,,Humboldt at Vancouver
100061,eastbound Esquimalt NS Johnson St Bridge (Stop ID: 100061),48.427512,-123.373995,0,,Esquimalt at Johnson St Bridge
100062,southbound Vancouver FS Collinson (Stop ID: 100062),48.418876,-123.358167,0,,Vancouver at Collinson
100063,eastbound Johnson FS Douglas (Stop ID: 100063),48.427049,-123.363961,0,,Johnson at Douglas
100064,eastbound Fort FS Quadra (Stop ID: 100064),48.423881,-123.359202,0,,Fort at Quadra
100065,westbound Niagara FS Government (Stop ID: 100065),48.412212,-123.372124,0,,Niagara at Government
100066,northbound St Lawrence NS Erie (Stop ID: 100066),48.420686,-123.382309,0,,St Lawrence at Erie
100067,westbound Esquimalt FS Johnson St Bridge (Stop ID: 100067),48.427768,-123.373619,0,,Esquimalt at Johnson St Bridge
100068,westbound Yates FS Quadra (Stop ID: 100068),48.425938,-123.360551,0,,Yates at Quadra
100069,northbound Quadra NS View (Stop ID: 100069),48.424419,-123.359495,0,,Quadra at View
100070,eastbound Fairfield FS Vancouver (Stop ID: 100070),48.418178,-123.35743,0,,Fairfield at Vancouver
100071,westbound Pandora FS Store (Stop ID: 100071),48.428365,-123.370319,0,,Pandora at Store
100072,eastbound Niagara FS Government (Stop ID: 100072),48.411954,-123.371764,0,,Niagara at Government
100073,westbound Fairfield NS Vancouver (Stop ID: 100073),48.418348,-123.358004,0,,Fairfield at Vancouver
100074,eastbound Richardson FS Vancouver (Stop ID: 100074),48.41983,-123.357267,0,,Richardson at Vancouver
100075,westbound Richardson NS Vancouver (Stop ID: 100075),48.419959,-123.357471,0,,Richardson at Vancouver
100076,northbound Douglas NS Pandora (Stop ID: 100076),48.427704,-123.364401,0,,Douglas at Pandora
100077,westbound Pandora FS Government (Stop ID: 100077),48.428602,-123.367531,0,,Pandora at Government
100078,southbound Douglas FS Beacon (Stop ID: 100078),48.411251,-123.368572,0,,Douglas at Beacon
100079,eastbound Johnson FS Blanshard (Stop ID: 100079),48.42675,-123.361244,0,,Johnson at Blanshard
100080,northbound Douglas FS Beacon (Stop ID: 100080),48.411962,-123.368007,0,,Douglas at Beacon
100081,northbound Tyee FS Kimta (Stop ID: 100081),48.427667,-123.377512,0,,Tyee at Kimta
100082,southbound Douglas NS Centennial (Stop ID: 100082),48.428675,-123.364569,0,,Douglas at Centennial
100083,eastbound Fort NS Vancouver (Stop ID: 100083),48.423668,-123.35722,0,,Fort at Vancouver
100084,westbound Pandora FS Blanshard (Stop ID: 100084),48.427901,-123.36245,0,,Pandora at Blanshard
100085,northbound Quadra NS Johnson (Stop ID: 100085),48.426144,-123.359061,0,,Quadra at Johnson
100086,westbound Erie NS Dallas (Stop ID: 100086),48.42156,-123.383311,0,,Erie at Dallas
100087,southbound Tyee FS Esquimalt (Stop ID: 100087),48.428163,-123.37772,0,,Tyee at Esquimalt
100088,southbound Oswego NS Dallas (Stop ID: 100088),48.414654,-123.381736,0,,Oswego at Dallas
100089,northbound Oswego FS Dallas (Stop ID: 100089),48.414503,-123.381661,0,,Oswego at Dallas
100090,eastbound Niagara NS Douglas (Stop ID: 100090),48.410626,-123.368975,0,,Niagara at Douglas
100091,westbound Fairfield FS Cook (Stop ID: 100091),48.418153,-123.356219,0,,Fairfield at Cook
100092,eastbound Fairfield NS Cook (Stop ID: 100092),48.418,-123.355746,0,,Fairfield at Cook
100093,eastbound Johnson FS Quadra (Stop ID: 100093),48.426459,-123.358604,0,,Johnson at Quadra
100094,westbound Richardson FS Cook (Stop ID: 100094),48.419737,-123.355444,0,,Richardson at Cook
100095,southbound Cook NS Fairfield (Stop ID: 100095),48.418249,-123.35539,0,,Cook at Fairfield
100096,southbound Cook FS Richardson (Stop ID: 100096),48.419423,-123.355122,0,,Cook at Richardson
100097,westbound Esquimalt FS Tyee (Stop ID: 100097),48.428816,-123.37795,0,,Esquimalt at Tyee
100098,eastbound Kimta FS Songhees (Stop ID: 100098),48.42729,-123.379546,0,,Kimta at Songhees
100099,eastbound Esquimalt NS Tyee (Stop ID: 100099),48.428646,-123.377998,0,,Esquimalt at Tyee
100100,northbound Cook FS Fairfield (Stop ID: 100100),48.418346,-123.355143,0,,Cook at Fairfield
100101,southbound Quadra FS Pandora (Stop ID: 100101),48.427271,-123.359037,0,,Quadra at Pandora
100102,southbound Cook NS Oscar (Stop ID: 100102),48.416043,-123.355956,0,,Cook at Oscar
100103,northbound Dallas FS Niagara (Stop ID: 100103),48.418569,-123.385217,0,,Dallas at Niagara
100104,northbound Dallas FS Simcoe (Stop ID: 100104),48.421051,-123.38533,0,,Dallas at Simcoe
100105,northbound Cook FS Richardson (Stop ID: 100105),48.419853,-123.35477,0,,Cook at Richardson
100106,westbound Yates FS Vancouver (Stop ID: 100106),48.425559,-123.357131,0,,Yates at Vancouver
100107,westbound Pandora NS Amelia (Stop ID: 100107),48.427635,-123.359765,0,,Pandora at Amelia
100109,eastbound Richardson FS Cook (Stop ID: 100109),48.419519,-123.354424,0,,Richardson at Cook
100110,southbound Dallas NS Simcoe (Stop ID: 100110),48.421117,-123.385517,0,,Dallas at Simcoe
100111,southbound Dallas NS Niagara (Stop ID: 100111),48.418629,-123.385389,0,,Dallas at Niagara
100112,southbound Cook FS Rockland (Stop ID: 100112),48.421881,-123.354504,0,,Cook at Rockland
100113,northbound Cook NS Southgate (Stop ID: 100113),48.416129,-123.355703,0,,Cook at Southgate
100114,westbound Kimta NS Paul Kane (Stop ID: 100114),48.427685,-123.380384,0,,Kimta at Paul Kane
100115,southbound Cook NS Pandora (Stop ID: 100115),48.427357,-123.353345,0,,Cook at Pandora
100116,southbound Dallas NS Montreal (Stop ID: 100116),48.416631,-123.385076,0,,Dallas at Montreal
100117,southbound Cook FS Oxford (Stop ID: 100117),48.414002,-123.356878,0,,Cook at Oxford
100118,northbound Quadra NS Mason (Stop ID: 100118),48.427966,-123.358877,0,,Quadra at Mason
100119,northbound Dallas FS Montreal (Stop ID: 100119),48.416501,-123.384875,0,,Dallas at Montreal
100120,northbound Cook NS Sutlej (Stop ID: 100120),48.414369,-123.356471,0,,Cook at Sutlej
100121,northbound Cook FS Rockland (Stop ID: 100121),48.422308,-123.354186,0,,Cook at Rockland
100122,southbound Cook NS Meares (Stop ID: 100122),48.42308,-123.354206,0,,Cook at Meares
100123,eastbound Fairfield NS Trutch (Stop ID: 100123),48.417466,-123.353748,0,,Fairfield at Trutch
100124,westbound Fairfield FS Trutch (Stop ID: 100124),48.41759,-123.35375,0,,Fairfield at Trutch
100125,eastbound Johnson FS Vancouver (Stop ID: 100125),48.426171,-123.355899,0,,Johnson at Vancouver
100126,eastbound Fort FS Cook (Stop ID: 100126),48.423248,-123.353466,0,,Fort at Cook
100127,westbound Yates FS Cook (Stop ID: 100127),48.42528,-123.354696,0,,Yates at Cook
100128,northbound Cook FS Fort (Stop ID: 100128),48.423601,-123.35386,0,,Cook at Fort
100129,westbound Pandora FS Vancouver (Stop ID: 100129),48.427452,-123.356746,0,,Pandora at Vancouver
100130,westbound May NS Cook (Stop ID: 100130),48.412249,-123.357077,0,,May at Cook
100131,eastbound May FS Cook (Stop ID: 100131),48.412119,-123.356937,0,,May at Cook
100132,southbound Douglas FS Discovery (Stop ID: 100132),48.431685,-123.364699,0,,Douglas at Discovery
100133,northbound Quadra FS Balmoral (Stop ID: 100133),48.42923,-123.358712,0,,Quadra at Balmoral
100134,westbound Esquimalt FS Sitkum (Stop ID: 100134),48.430122,-123.380465,0,,Esquimalt at Sitkum
100135,southbound Quadra FS North Park (Stop ID: 100135),48.42961,-123.358889,0,,Quadra at North Park
100137,westbound Fairfield FS Linden (Stop ID: 100137),48.417103,-123.352471,0,,Fairfield at Linden
100138,westbound Richardson FS Linden (Stop ID: 100138),48.419352,-123.351837,0,,Richardson at Linden
100139,eastbound Richardson FS Linden (Stop ID: 100139),48.419169,-123.351169,0,,Richardson at Linden
100140,westbound Kimta NS Catherine (Stop ID: 100140),48.429248,-123.384149,0,,Kimta at Catherine
100141,eastbound Fairfield FS Linden (Stop ID: 100141),48.416731,-123.351845,0,,Fairfield at Linden
100142,eastbound Kimta FS Catherine (Stop ID: 100142),48.429148,-123.384346,0,,Kimta at Catherine
100143,eastbound Johnson FS Cook (Stop ID: 100143),48.425821,-123.352734,0,,Johnson at Cook
100144,northbound Cook FS Johnson (Stop ID: 100144),48.426213,-123.353223,0,,Cook at Johnson
100145,southbound Quadra FS Caledonia (Stop ID: 100145),48.430531,-123.358747,0,,Quadra at Caledonia
100146,northbound Douglas FS Discovery (Stop ID: 100146),48.432173,-123.364405,0,,Douglas at Discovery
100147,northbound Quadra NS Caledonia (Stop ID: 100147),48.430583,-123.358527,0,,Quadra at Caledonia
100148,westbound Esquimalt FS Catherine (Stop ID: 100148),48.430465,-123.385237,0,,Esquimalt at Catherine
100149,eastbound 110 block Wilson (Stop ID: 100149),48.431455,-123.379557,0,,110 Wilson
100150,westbound Pandora FS Cook (Stop ID: 100150),48.427284,-123.353826,0,,Pandora at Cook
100151,westbound 100 block Wilson (Stop ID: 100151),48.431472,-123.379285,0,,100 Wilson
100153,eastbound Fort FS Linden (Stop ID: 100153),48.422904,-123.350245,0,,Fort at Linden
100154,southbound Douglas FS Princess (Stop ID: 100154),48.433204,-123.364754,0,,Douglas at Princess
100155,westbound May FS Linden (Stop ID: 100155),48.411877,-123.353714,0,,May at Linden
100156,eastbound May NS Linden (Stop ID: 100156),48.411803,-123.353983,0,,May at Linden
100158,northbound Douglas NS Queens (Stop ID: 100158),48.433806,-123.364467,0,,Douglas at Queens
100159,eastbound Johnson FS Chambers (Stop ID: 100159),48.425585,-123.350223,0,,Johnson at Chambers
100160,northbound Cook NS Balmoral (Stop ID: 100160),48.428604,-123.353002,0,,Cook at Balmoral
100161,eastbound Esquimalt FS Catherine (Stop ID: 100161),48.430316,-123.383093,0,,Esquimalt at Catherine
100162,southbound Fairfield FS Cornwall (Stop ID: 100162),48.415549,-123.349371,0,,Fairfield at Cornwall
100163,eastbound May FS Wellington (Stop ID: 100163),48.411541,-123.351547,0,,May at Wellington
100164,northbound Fairfield FS Moss (Stop ID: 100164),48.415514,-123.349097,0,,Fairfield at Moss
100165,westbound Yates NS Ormond (Stop ID: 100165),48.424713,-123.348877,0,,Yates at Ormond
100166,southbound Quadra FS Princess (Stop ID: 100166),48.432824,-123.358443,0,,Quadra at Princess
100167,eastbound Richardson FS Moss (Stop ID: 100167),48.418771,-123.347562,0,,Richardson at Moss
100168,northbound Linden NS Faithful (Stop ID: 100168),48.409754,-123.353798,0,,Linden at Faithful
100169,westbound Pandora NS Chambers (Stop ID: 100169),48.427136,-123.350052,0,,Pandora at Chambers
100170,eastbound Bay NS Turner (Stop ID: 100170),48.434836,-123.375397,0,,Bay at Turner
100171,northbound Quadra FS Princess (Stop ID: 100171),48.433194,-123.358172,0,,Quadra at Princess
100172,southbound Cook FS Caledonia (Stop ID: 100172),48.430226,-123.352993,0,,Cook at Caledonia
100173,eastbound Wilson NS Bay (Stop ID: 100173),48.4328,-123.382735,0,,Wilson at Bay
100174,westbound Richardson FS Robleda (Stop ID: 100174),48.418837,-123.347128,0,,Richardson at Robleda
100175,westbound Bay FS Turner (Stop ID: 100175),48.435064,-123.374881,0,,Bay at Turner
100176,westbound Wilson NS Alston (Stop ID: 100176),48.432931,-123.382809,0,,Wilson at Alston
100177,southbound Douglas NS Field (Stop ID: 100177),48.435268,-123.365405,0,,Douglas at Field
100178,northbound Douglas FS Field (Stop ID: 100178),48.435173,-123.364975,0,,Douglas at Field
100179,northbound Cook FS Caledonia (Stop ID: 100179),48.430698,-123.352718,0,,Cook at Caledonia
100180,eastbound Bay NS Rock Bay (Stop ID: 100180),48.435817,-123.36934,0,,Bay at Rock Bay
100181,eastbound Johnson NS Camosun (Stop ID: 100181),48.425458,-123.347862,0,,Johnson at Camosun
100182,westbound Tyee FS Bay (Stop ID: 100182),48.434101,-123.380956,0,,Tyee at Bay
100183,westbound Bay NS Rock Bay (Stop ID: 100183),48.435952,-123.368466,0,,Bay at Rock Bay
100184,westbound May FS Moss (Stop ID: 100184),48.411493,-123.350113,0,,May at Moss
100185,westbound Bay FS Douglas (Stop ID: 100185),48.435798,-123.365981,0,,Bay at Douglas
100186,eastbound Tyee FS Langford (Stop ID: 100186),48.434129,-123.38134,0,,Tyee at Langford
100187,eastbound Fort NS Fernwood (Stop ID: 100187),48.423327,-123.346055,0,,Fort at Fernwood
100188,eastbound Wilson FS Mary (Stop ID: 100188),48.432815,-123.385542,0,,Wilson at Mary
100189,westbound Wilson NS Mary (Stop ID: 100189),48.432944,-123.385784,0,,Wilson at Mary
100190,eastbound May FS Moss (Stop ID: 100190),48.411301,-123.34941,0,,May at Moss
100191,westbound Yates FS Fernwood (Stop ID: 100191),48.424631,-123.346259,0,,Yates at Fernwood
100192,westbound Dallas FS Wellington (Stop ID: 100192),48.407168,-123.353667,0,,Dallas at Wellington
100193,southbound Quadra NS Empress (Stop ID: 100193),48.435023,-123.358146,0,,Quadra at Empress
100194,northbound Fernwood NS Yates (Stop ID: 100194),48.424076,-123.345465,0,,Fernwood at Yates
100195,southbound Douglas NS Kings (Stop ID: 100195),48.436595,-123.366115,0,,Douglas at Kings
100196,southbound Cook FS Princess (Stop ID: 100196),48.432402,-123.352711,0,,Cook at Princess
100197,eastbound Esquimalt FS Maitland (Stop ID: 100197),48.430617,-123.389796,0,,Esquimalt at Maitland
100198,northbound Douglas FS Kings (Stop ID: 100198),48.437079,-123.366043,0,,Douglas at Kings
100199,eastbound Richardson NS Kipling (Stop ID: 100199),48.416616,-123.3444,0,,Richardson at Kipling
100200,westbound May NS Olive (Stop ID: 100200),48.411252,-123.348037,0,,May at Olive
100201,eastbound May NS Joseph (Stop ID: 100201),48.41113,-123.347839,0,,May at Joseph
100202,westbound Richardson FS Kipling (Stop ID: 100202),48.41672,-123.344362,0,,Richardson at Kipling
100203,northbound Fernwood FS Johnson (Stop ID: 100203),48.425761,-123.345349,0,,Fernwood at Johnson
100204,westbound Esquimalt NS Maitland (Stop ID: 100204),48.430856,-123.390276,0,,Esquimalt at Maitland
100205,northbound Fairfield FS Kipling (Stop ID: 100205),48.413999,-123.34564,0,,Fairfield at Kipling
100206,northbound Cook FS Princess (Stop ID: 100206),48.433016,-123.352397,0,,Cook at Princess
100207,southbound Fernwood FS Rudlin (Stop ID: 100207),48.425847,-123.345467,0,,Fernwood at Rudlin
100208,northbound Quadra FS Bay (Stop ID: 100208),48.435577,-123.357929,0,,Quadra at Bay
100209,westbound Pandora FS Fernwood (Stop ID: 100209),48.426919,-123.345862,0,,Pandora at Fernwood
100210,southbound Fairfield FS Kipling (Stop ID: 100210),48.413699,-123.345474,0,,Fairfield at Kipling
100211,eastbound Johnson FS Fernwood (Stop ID: 100211),48.425395,-123.344975,0,,Johnson at Fernwood
100212,eastbound Fort NS Elford (Stop ID: 100212),48.424934,-123.341292,0,,Fort at Elford
100213,westbound George NS Moss (Stop ID: 100213),48.408175,-123.350299,0,,George at Moss
100214,northbound Fernwood FS Pandora (Stop ID: 100214),48.427215,-123.345248,0,,Fernwood at Pandora
100215,eastbound Skinner FS Catherine (Stop ID: 100215),48.435511,-123.384409,0,,Skinner at Catherine
100216,southbound Fernwood FS Grant (Stop ID: 100216),48.428374,-123.345339,0,,Fernwood at Grant
100217,southbound Eberts FS May (Stop ID: 100217),48.410633,-123.346267,0,,Eberts at May
100218,eastbound Gorge Rd E FS David (Stop ID: 100218),48.438544,-123.368096,0,,Gorge at David
100219,westbound Skinner FS Catherine (Stop ID: 100219),48.435654,-123.385338,0,,Skinner at Catherine
100220,westbound Hillside FS Ross (Stop ID: 100220),48.43859,-123.365786,0,,Hillside at Ross
100221,southbound Moss FS Point (Stop ID: 100221),48.406344,-123.351082,0,,Moss at Point
100222,eastbound May FS Eberts (Stop ID: 100222),48.410907,-123.345836,0,,May at Eberts
100223,westbound Gorge Rd E NS David (Stop ID: 100223),48.438742,-123.3682,0,,Gorge at David
100224,westbound Fort FS Stanley (Stop ID: 100224),48.4246,-123.342749,0,,Fort at Stanley
100225,eastbound Wilson NS Dalton (Stop ID: 100225),48.432526,-123.391202,0,,Wilson at Dalton
100226,southbound Cook NS Empress (Stop ID: 100226),48.434597,-123.35243,0,,Cook at Empress
100227,northbound Fernwood FS Grant (Stop ID: 100227),48.428865,-123.34517,0,,Fernwood at Grant
100228,northbound Johnson NS Stanley (Stop ID: 100228),48.425845,-123.343174,0,,Johnson at Stanley
100229,westbound Wilson FS Dalton (Stop ID: 100229),48.432664,-123.391205,0,,Wilson at Dalton
100230,westbound Bushby NS Joseph (Stop ID: 100230),48.408324,-123.347826,0,,Bushby at Joseph
100231,eastbound Esquimalt NS Barnard (Stop ID: 100231),48.431303,-123.393218,0,,Esquimalt at Barnard
100232,southbound Eberts NS Bushby (Stop ID: 100232),48.409105,-123.346631,0,,Eberts at Bushby
100233,southbound Quadra NS Kings (Stop ID: 100233),48.437666,-123.358794,0,,Quadra at Kings
100234,northbound Quadra FS Kings (Stop ID: 100234),48.437903,-123.358611,0,,Quadra at Kings
100235,northbound Cook FS Bay (Stop ID: 100235),48.435217,-123.352131,0,,Cook at Bay
100236,northbound Fairfield FS Memorial (Stop ID: 100236),48.412308,-123.343396,0,,Fairfield at Memorial
100237,eastbound Hillside NS Dowler (Stop ID: 100237),48.438921,-123.362379,0,,Hillside at Dowler
100238,southbound Memorial NS May (Stop ID: 100238),48.411533,-123.343825,0,,Memorial at May
100239,northbound Douglas FS Market (Stop ID: 100239),48.439443,-123.367344,0,,Douglas at Market
100240,southbound Fernwood FS Gladstone (Stop ID: 100240),48.430264,-123.345245,0,,Fernwood at Gladstone
100241,southbound Fairfield NS Memorial (Stop ID: 100241),48.412118,-123.343384,0,,Fairfield at Memorial
100242,westbound Esquimalt NS Dominion (Stop ID: 100242),48.431752,-123.394053,0,,Esquimalt at Dominion
100243,northbound Memorial NS Fairfield (Stop ID: 100243),48.411837,-123.343489,0,,Memorial at Fairfield
100244,westbound Richardson FS Arnold (Stop ID: 100244),48.416374,-123.341194,0,,Richardson at Arnold
100245,northbound Fernwood FS Gladstone (Stop ID: 100245),48.430662,-123.34507,0,,Fernwood at Gladstone
100246,westbound Gorge Rd E FS Rock Bay (Stop ID: 100246),48.43972,-123.370752,0,,Gorge at Rock Bay
100248,westbound Pandora FS Johnson (Stop ID: 100248),48.426794,-123.342145,0,,Pandora at Johnson
100249,eastbound Richardson NS Stannard (Stop ID: 100249),48.416184,-123.340418,0,,Richardson at Stannard
100250,southbound Cook FS Haultain (Stop ID: 100250),48.436148,-123.352276,0,,Cook at Haultain
100251,northbound Dunsmuir NS Esquimalt (Stop ID: 100251),48.431661,-123.394796,0,,Dunsmuir at Esquimalt
100252,eastbound Dunsmuir NS Garrett (Stop ID: 100252),48.430295,-123.396173,0,,Dunsmuir at Garrett
100253,northbound Fernwood FS Pembroke (Stop ID: 100253),48.431532,-123.34503,0,,Fernwood at Pembroke
100254,eastbound Gorge Rd E FS Garbally (Stop ID: 100254),48.440318,-123.37272,0,,Gorge at Garbally
100255,southbound Douglas FS Garbally (Stop ID: 100255),48.440198,-123.368124,0,,Douglas at Garbally
100256,westbound Gorge Rd E NS Garbally (Stop ID: 100256),48.440326,-123.372273,0,,Gorge at Garbally
100257,southbound Quadra FS Hillside (Stop ID: 100257),48.439104,-123.359195,0,,Quadra at Hillside
100258,westbound Begbie NS Elford (Stop ID: 100258),48.427572,-123.341283,0,,Begbie at Elford
100259,westbound Dunsmuir FS Garrett (Stop ID: 100259),48.430191,-123.396762,0,,Dunsmuir at Garrett
100260,northbound Cook FS Haultain (Stop ID: 100260),48.436712,-123.351965,0,,Cook at Haultain
100261,westbound Hillside FS Quadra (Stop ID: 100261),48.439451,-123.359742,0,,Hillside at Quadra
100262,eastbound Pandora FS Elford (Stop ID: 100262),48.426567,-123.340832,0,,Pandora at Elford
100263,eastbound Old Esquimalt NS Viewfield (Stop ID: 100263),48.432889,-123.394454,0,,Old Esquimalt at Viewfield
100264,southbound Fernwood NS Centre (Stop ID: 100264),48.432206,-123.345128,0,,Fernwood at Centre
100265,eastbound Begbie FS Elford (Stop ID: 100265),48.427545,-123.340894,0,,Begbie at Elford
100266,eastbound Hillside NS Fifth (Stop ID: 100266),48.439475,-123.358167,0,,Hillside at Fifth
100267,northbound Head NS Paradise (Stop ID: 100267),48.428049,-123.399053,0,,Head at Paradise
100268,southbound Head FS Paradise (Stop ID: 100268),48.427887,-123.399243,0,,Head at Paradise
100269,westbound Fairfield NS Arnold (Stop ID: 100269),48.412041,-123.341022,0,,Fairfield at Arnold
100270,eastbound Gore FS Lyall (Stop ID: 100270),48.426481,-123.4002,0,,Gore at Lyall
100271,northbound Quadra NS Market (Stop ID: 100271),48.440055,-123.35924,0,,Quadra at Market
100272,westbound Old Esquimalt FS Viewfield (Stop ID: 100272),48.432993,-123.394951,0,,Old Esquimalt at Viewfield
100273,southbound Craigflower FS Pine (Stop ID: 100273),48.436948,-123.388575,0,,Craigflower at Pine
100274,westbound Gore NS Lyall (Stop ID: 100274),48.426457,-123.400481,0,,Gore at Lyall
100275,eastbound Dunsmuir FS Head (Stop ID: 100275),48.429344,-123.398757,0,,Dunsmuir at Head
100276,westbound 830 block Esquimalt (Stop ID: 100276),48.431849,-123.397028,0,,830 Esquimalt
100277,westbound Dunsmuir NS Head (Stop ID: 100277),48.429282,-123.399194,0,,Dunsmuir at Head
100278,westbound Hillside FS Graham (Stop ID: 100278),48.439794,-123.356813,0,,Hillside at Graham
100279,eastbound Fairfield FS Stannard (Stop ID: 100279),48.412215,-123.339906,0,,Fairfield at Stannard
100280,eastbound Hillside FS Graham (Stop ID: 100280),48.439742,-123.356006,0,,Hillside at Graham
