route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
9680,BKV,968,,"Cinkotai autóbuszgarázs / Kispest, Kossuth tér",3,333333,FFFFFF
9720,BKV,972,,"Móricz Zsigmond körtér / Törökbálint, Munkácsy Mihály utca",3,333333,FFFFFF
9730,BKV,973,,"Nagytétény, Chinoin / Újpalota, Szentmihályi út",3,333333,FFFFFF
9790,BKV,979,,"Csepel, Csillagtelep / Újpalota, Nyírpalota út",3,333333,FFFFFF
9791,BKV,979A,,"Csepel, Csillagtelep / Deák Ferenc tér M",3,333333,FFFFFF
9800,BKV,980,,"Dél-pesti autóbuszgarázs / Rákoskeresztúr, városközpont",3,333333,FFFFFF
9900,BKV,990,,"Normafa / Rákoskeresztúr, vkp. (metró felé)",3,333333,FFFFFF
9920,BKV,992,,"Cinkotai autóbuszgarázs / Gödöllő H",3,333333,FFFFFF
9940,BKV,994,,"Dél-pesti autóbuszgarázs / Gyál, Vecsési út",3,333333,FFFFFF
9960,BKV,996,,"Cinkotai autóbuszgarázs / Újpest-Központ M",3,333333,FFFFFF
9961,BKV,996A,,"Cinkotai autóbuszgarázs / Újpest-Központ M",3,333333,FFFFFF
9980,BKV,998,,"Rákoskeresztúr, városközpont / Rákoskeresztúr, városközpont",3,333333,FFFFFF
9990,BKV,999,,"Határ út M / Dél-pesti autóbuszgarázs",3,333333,FFFFFF
