route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
457,EMT,T62,Plaza de Castilla - Estacion de Chamartin,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=T62,0178BC,FFFFFF
481,EMT,H1,Sierra de Guadalupe - Hospital Infanta Leonor,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=H1,0178BC,FFFFFF
501,EMT,N1,Plaza de Cibeles - Sanchinarro,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N1,0178BC,FFFFFF
502,EMT,N2,Plaza de Cibeles - Hortaleza,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N2,0178BC,FFFFFF
503,EMT,N3,Plaza de Cibeles - Canillas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N3,0178BC,FFFFFF
504,EMT,N4,Plaza de Cibeles - Barajas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N4,0178BC,FFFFFF
505,EMT,N5,Plaza de Cibeles - Colonia Fin de Semana,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N5,0178BC,FFFFFF
506,EMT,N6,Plaza de Cibeles - las Rosas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N6,0178BC,FFFFFF
507,EMT,N7,Plaza de Cibeles - Vicalvaro,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N7,0178BC,FFFFFF
508,EMT,N8,Plaza de Cibeles - Valdebernardo,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N8,0178BC,FFFFFF
509,EMT,N9,Plaza de Cibeles - Ensanche de Vallecas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N9,0178BC,FFFFFF
510,EMT,N10,Plaza de Cibeles - Palomeras,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N10,0178BC,FFFFFF
511,EMT,N11,Plaza de Cibeles - Madrid Sur,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N11,0178BC,FFFFFF
512,EMT,N12,Plaza de Cibeles - Barrio de los Rosales,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N12,0178BC,FFFFFF
513,EMT,N13,Plaza de Cibeles - Colonia San Cristobal de los Angeles,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N13,0178BC,FFFFFF
514,EMT,N14,Plaza de Cibeles - Villaverde Alto,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N14,0178BC,FFFFFF
515,EMT,N15,Plaza de Cibeles - Orcasur,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N15,0178BC,FFFFFF
516,EMT,N16,Plaza de Cibeles - Avenida de la Peseta,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N16,0178BC,FFFFFF
517,EMT,N17,Plaza de Cibeles - Carabanchel Alto,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N17,0178BC,FFFFFF
518,EMT,N18,Plaza de Cibeles - Aluche,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N18,0178BC,FFFFFF
519,EMT,N19,Plaza de Cibeles - Colonia San Ignacio de Loyola,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N19,0178BC,FFFFFF
520,EMT,N20,Plaza de Cibeles - Barrio de Peñagrande,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N20,0178BC,FFFFFF
521,EMT,N21,Plaza de Cibeles - Arroyo del Fresno,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N21,0178BC,FFFFFF
522,EMT,N22,Plaza de Cibeles - Barrio del Pilar,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N22,0178BC,FFFFFF
523,EMT,N23,Plaza de Cibeles - Montecarmelo,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N23,0178BC,FFFFFF
524,EMT,N24,Plaza de Cibeles - las Tablas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N24,0178BC,FFFFFF
525,EMT,NC1,Plaza de Cibeles - Moncloa,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=NC1,0178BC,FFFFFF
526,EMT,NC2,Plaza de Cibeles - Argüelles,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=NC2,0178BC,FFFFFF
527,EMT,N27,Plaza de Cibeles - Aeropuerto,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=N27,0178BC,FFFFFF
551,EMT,L1,Plaza de Castilla - Congosto,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L1,0178BC,FFFFFF
552,EMT,L2,Ventas - Cuatro Caminos,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L2,0178BC,FFFFFF
553,EMT,L3,Legazpi - Moncloa,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L3,0178BC,FFFFFF
554,EMT,L4,Argüelles - Parque de Santa Maria,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L4,0178BC,FFFFFF
555,EMT,L5,Canillejas - Casa de Campo,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L5,0178BC,FFFFFF
557,EMT,L7,las Musas - Lacoma,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L7,0178BC,FFFFFF
558,EMT,L8,Nuevos Ministerios - Barajas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L8,0178BC,FFFFFF
559,EMT,L9,Herrera Oria - Puerta de Arganda,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L9,0178BC,FFFFFF
560,EMT,L10,Fuencarral - Cuatro Vientos,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L10,0178BC,FFFFFF
561,EMT,L6,Circular 1 - ,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L6,0178BC,FFFFFF
562,EMT,L06,Circular 2 - ,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L06,0178BC,FFFFFF
571,EMT,L11,Plaza Eliptica - Pan Bendito,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=L11,0178BC,FFFFFF
601,EMT,M1,Sevilla - Glorieta de Embajadores,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=M1,0178BC,FFFFFF
602,EMT,M2,Sevilla - Argüelles,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=M2,0178BC,FFFFFF
661,EMT,SE661,Navibus - ,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=SE661,0178BC,FFFFFF
702,EMT,SE702,Plaza Eliptica - Cementerio Sur,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=SE702,0178BC,FFFFFF
704,EMT,SE704,Plaza de Castilla - Cementerio de Fuencarral,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=SE704,0178BC,FFFFFF
730,EMT,SE730,Principe Pio - Pinar de San Jose,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=SE730,0178BC,FFFFFF
766,EMT,SE766,Atocha - Poligono Industrial de Vallecas,,3,http://www.emtmadrid.es/aplicaciones/Itinerarios.aspx?linea=SE766,0178BC,FFFFFF
