route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
001,FE,FE0010011,Cristo Rey,1,,001_B
001,FE,FE0010012,Prosperidad,0,,001_A
001,FE,FE0010013,Cristo Rey,1,,001_B
001,FE,FE0010014,Prosperidad,0,,001_A
001,FE,FE0010015,Cristo Rey,1,,001_B
001,FE,FE0010016,Prosperidad,0,,001_A
001,FE,FE0010017,Cristo Rey,1,,001_B
001,FE,FE0010018,Prosperidad,0,,001_A
001,FE,FE0010019,Cristo Rey,1,,001_B
001,FE,FE00100110,Prosperidad,0,,001_A
001,FE,FE00100111,Cristo Rey,1,,001_B
001,FE,FE00100112,Prosperidad,0,,001_A
001,FE,FE00100113,Cristo Rey,1,,001_B
001,FE,FE00100114,Prosperidad,0,,001_A
001,FE,FE00100115,Cristo Rey,1,,001_B
001,FE,FE00100116,Prosperidad,0,,001_A
001,FE,FE00100117,Cristo Rey,1,,001_B
001,FE,FE00100118,Prosperidad,0,,001_A
001,FE,FE00100119,Cristo Rey,1,,001_B
001,FE,FE00100120,Prosperidad,0,,001_A
001,FE,FE00100121,Cristo Rey,1,,001_B
001,FE,FE00100122,Prosperidad,0,,001_A
001,FE,FE0010021,Prosperidad,0,,001_A
001,FE,FE0010022,Cristo Rey,1,,001_B
001,FE,FE0010023,Prosperidad,0,,001_A
001,FE,FE0010024,Cristo Rey,1,,001_B
001,FE,FE0010025,Prosperidad,0,,001_A
001,FE,FE0010026,Cristo Rey,1,,001_B
001,FE,FE0010027,Prosperidad,0,,001_A
001,FE,FE0010028,Cristo Rey,1,,001_B
001,FE,FE0010029,Prosperidad,0,,001_A
001,FE,FE00100210,Cristo Rey,1,,001_B
001,FE,FE00100211,Prosperidad,0,,001_A
001,FE,FE00100212,Cristo Rey,1,,001_B
001,FE,FE00100213,Prosperidad,0,,001_A
001,FE,FE00100214,Cristo Rey,1,,001_B
001,FE,FE00100215,Prosperidad,0,,001_A
001,FE,FE00100216,Cristo Rey,1,,001_B
001,FE,FE00100217,Prosperidad,0,,001_A
001,FE,FE00100218,Cristo Rey,1,,001_B
001,FE,FE00100219,Prosperidad,0,,001_A
001,FE,FE00100220,Cristo Rey,1,,001_B
001,FE,FE00100221,Prosperidad,0,,001_A
001,FE,FE00100222,Cristo Rey,1,,001_B
001,FE,FE00100223,Prosperidad,0,,001_A
001,FE,FE0010031,Cristo Rey,1,,001_B
001,FE,FE0010032,Prosperidad,0,,001_A
001,FE,FE0010033,Cristo Rey,1,,001_B
001,FE,FE0010034,Prosperidad,0,,001_A
001,FE,FE0010035,Cristo Rey,1,,001_B
001,FE,FE0010036,Prosperidad,0,,001_A
001,FE,FE0010037,Cristo Rey,1,,001_B
001,FE,FE0010038,Prosperidad,0,,001_A
001,FE,FE0010039,Cristo Rey,1,,001_B
001,FE,FE00100310,Prosperidad,0,,001_A
001,FE,FE00100311,Cristo Rey,1,,001_B
001,FE,FE00100312,Prosperidad,0,,001_A
001,FE,FE00100313,Cristo Rey,1,,001_B
001,FE,FE00100314,Prosperidad,0,,001_A
001,FE,FE00100315,Cristo Rey,1,,001_B
001,FE,FE00100316,Prosperidad,0,,001_A
001,FE,FE00100317,Cristo Rey,1,,001_B
001,FE,FE00100318,Prosperidad,0,,001_A
001,FE,FE00100319,Cristo Rey,1,,001_B
001,FE,FE00100320,Prosperidad,0,,001_A
001,FE,FE00100321,Cristo Rey,1,,001_B
001,FE,FE00100322,Prosperidad,0,,001_A
001,FE,FE00100323,Cristo Rey,1,,001_B
001,FE,FE00100324,Prosperidad,0,,001_A
001,FE,FE0010041,Cristo Rey,1,,001_B
001,FE,FE0010042,Prosperidad,0,,001_A
001,FE,FE0010043,Cristo Rey,1,,001_B
001,FE,FE0010044,Prosperidad,0,,001_A
001,FE,FE0010045,Cristo Rey,1,,001_B
001,FE,FE0010046,Prosperidad,0,,001_A
001,FE,FE0010047,Cristo Rey,1,,001_B
001,FE,FE0010048,Prosperidad,0,,001_A
001,FE,FE0010049,Cristo Rey,1,,001_B
001,FE,FE00100410,Prosperidad,0,,001_A
001,FE,FE00100411,Cristo Rey,1,,001_B
001,FE,FE00100412,Prosperidad,0,,001_A
001,FE,FE00100413,Cristo Rey,1,,001_B
001,FE,FE00100414,Prosperidad,0,,001_A
001,FE,FE00100415,Cristo Rey,1,,001_B
001,FE,FE00100416,Prosperidad,0,,001_A
001,FE,FE00100417,Cristo Rey,1,,001_B
001,FE,FE00100418,Prosperidad,0,,001_A
001,FE,FE0010051,Cristo Rey,1,,001_B
001,FE,FE0010052,Prosperidad,0,,001_A
001,FE,FE0010053,Cristo Rey,1,,001_B
001,FE,FE0010054,Prosperidad,0,,001_A
001,FE,FE0010055,Cristo Rey,1,,001_B
001,FE,FE0010056,Prosperidad,0,,001_A
001,FE,FE0010057,Cristo Rey,1,,001_B
001,FE,FE0010058,Prosperidad,0,,001_A
001,FE,FE0010059,Cristo Rey,1,,001_B
001,FE,FE00100510,Prosperidad,0,,001_A
001,FE,FE00100511,Cristo Rey,1,,001_B
001,FE,FE00100512,Prosperidad,0,,001_A
001,FE,FE00100513,Cristo Rey,1,,001_B
001,FE,FE00100514,Prosperidad,0,,001_A
001,FE,FE00100515,Cristo Rey,1,,001_B
001,FE,FE0010061,Cristo Rey,1,,001_B
001,FE,FE0010062,Prosperidad,0,,001_A
001,FE,FE0010063,Cristo Rey,1,,001_B
001,FE,FE0010064,Prosperidad,0,,001_A
001,FE,FE0010065,Cristo Rey,1,,001_B
001,FE,FE0010066,Prosperidad,0,,001_A
001,FE,FE0010067,Cristo Rey,1,,001_B
001,FE,FE0010068,Prosperidad,0,,001_A
001,LA,LA0010011,Cristo Rey,1,,001_B
001,LA,LA0010012,Prosperidad,0,,001_A
001,LA,LA0010013,Cristo Rey,1,,001_B
001,LA,LA0010014,Prosperidad,0,,001_A
001,LA,LA0010015,Cristo Rey,1,,001_B
001,LA,LA0010016,Prosperidad,0,,001_A
001,LA,LA0010017,Cristo Rey,1,,001_B
001,LA,LA0010018,Prosperidad,0,,001_A
001,LA,LA0010019,Cristo Rey,1,,001_B
001,LA,LA00100110,Prosperidad,0,,001_A
001,LA,LA00100111,Cristo Rey,1,,001_B
001,LA,LA00100112,Prosperidad,0,,001_A
001,LA,LA00100113,Cristo Rey,1,,001_B
001,LA,LA00100114,Prosperidad,0,,001_A
001,LA,LA00100115,Cristo Rey,1,,001_B
001,LA,LA00100116,Prosperidad,0,,001_A
001,LA,LA00100117,Cristo Rey,1,,001_B
001,LA,LA00100118,Prosperidad,0,,001_A
001,LA,LA0010021,Prosperidad,0,,001_A
001,LA,LA0010022,Cristo Rey,1,,001_B
001,LA,LA0010023,Prosperidad,0,,001_A
001,LA,LA0010024,Cristo Rey,1,,001_B
001,LA,LA0010025,Prosperidad,0,,001_A
001,LA,LA0010026,Cristo Rey,1,,001_B
001,LA,LA0010027,Prosperidad,0,,001_A
001,LA,LA0010028,Cristo Rey,1,,001_B
001,LA,LA0010029,Prosperidad,0,,001_A
001,LA,LA00100210,Cristo Rey,1,,001_B
001,LA,LA00100211,Prosperidad,0,,001_A
001,LA,LA00100212,Cristo Rey,1,,001_B
001,LA,LA00100213,Prosperidad,0,,001_A
001,LA,LA00100214,Cristo Rey,1,,001_B
001,LA,LA00100215,Prosperidad,0,,001_A
001,LA,LA0010031,Cristo Rey,1,,001_B
001,LA,LA0010032,Prosperidad,0,,001_A
001,LA,LA0010033,Cristo Rey,1,,001_B
001,LA,LA0010034,Prosperidad,0,,001_A
001,LA,LA0010035,Cristo Rey,1,,001_B
001,LA,LA0010036,Prosperidad,0,,001_A
001,LA,LA0010037,Cristo Rey,1,,001_B
001,LA,LA0010038,Prosperidad,0,,001_A
001,LA,LA0010039,Cristo Rey,1,,001_B
001,LA,LA00100310,Prosperidad,0,,001_A
001,LA,LA00100311,Cristo Rey,1,,001_B
001,LA,LA00100312,Prosperidad,0,,001_A
001,LA,LA00100313,Cristo Rey,1,,001_B
001,LA,LA00100314,Prosperidad,0,,001_A
001,LA,LA00100315,Cristo Rey,1,,001_B
001,LA,LA00100316,Prosperidad,0,,001_A
001,LA,LA0010041,Prosperidad,0,,001_A
001,LA,LA0010042,Cristo Rey,1,,001_B
001,LA,LA0010043,Prosperidad,0,,001_A
001,LA,LA0010044,Cristo Rey,1,,001_B
001,LA,LA0010045,Prosperidad,0,,001_A
001,LA,LA0010046,Cristo Rey,1,,001_B
001,LA,LA0010047,Prosperidad,0,,001_A
001,LA,LA0010048,Cristo Rey,1,,001_B
001,LA,LA0010049,Prosperidad,0,,001_A
001,LA,LA00100410,Cristo Rey,1,,001_B
001,LA,LA00100411,Prosperidad,0,,001_A
001,LA,LA00100412,Cristo Rey,1,,001_B
001,LA,LA00100413,Prosperidad,0,,001_A
001,LA,LA00100414,Cristo Rey,1,,001_B
001,LA,LA00100415,Prosperidad,0,,001_A
001,LA,LA00100416,Cristo Rey,1,,001_B
001,LA,LA00100417,Prosperidad,0,,001_A
001,LA,LA0010051,Cristo Rey,1,,001_B
001,LA,LA0010052,Prosperidad,0,,001_A
001,LA,LA0010053,Cristo Rey,1,,001_B
001,LA,LA0010054,Prosperidad,0,,001_A
001,LA,LA0010055,Cristo Rey,1,,001_B
001,LA,LA0010056,Prosperidad,0,,001_A
001,LA,LA0010057,Cristo Rey,1,,001_B
001,LA,LA0010058,Prosperidad,0,,001_A
001,LA,LA0010059,Cristo Rey,1,,001_B
001,LA,LA00100510,Prosperidad,0,,001_A
001,LA,LA00100511,Cristo Rey,1,,001_B
001,LA,LA00100512,Prosperidad,0,,001_A
001,LA,LA00100513,Cristo Rey,1,,001_B
001,LA,LA00100514,Prosperidad,0,,001_A
001,LA,LA00100515,Cristo Rey,1,,001_B
001,LA,LA00100516,Prosperidad,0,,001_A
001,LA,LA00100517,Cristo Rey,1,,001_B
001,LA,LA00100518,Prosperidad,0,,001_A
001,LA,LA0010061,Prosperidad,0,,001_A
001,LA,LA0010062,Cristo Rey,1,,001_B
001,LA,LA0010063,Prosperidad,0,,001_A
001,LA,LA0010064,Cristo Rey,1,,001_B
001,LA,LA0010065,Prosperidad,0,,001_A
001,LA,LA0010066,Cristo Rey,1,,001_B
001,LA,LA0010067,Prosperidad,0,,001_A
001,LA,LA0010068,Cristo Rey,1,,001_B
001,LA,LA0010069,Prosperidad,0,,001_A
001,LA,LA00100610,Cristo Rey,1,,001_B
001,LA,LA00100611,Prosperidad,0,,001_A
001,LA,LA00100612,Cristo Rey,1,,001_B
001,LA,LA00100613,Prosperidad,0,,001_A
001,LA,LA0010071,Cristo Rey,1,,001_B
001,LA,LA0010072,Prosperidad,0,,001_A
001,LA,LA0010073,Cristo Rey,1,,001_B
001,LA,LA0010074,Prosperidad,0,,001_A
001,LA,LA0010075,Cristo Rey,1,,001_B
001,LA,LA0010076,Prosperidad,0,,001_A
001,LA,LA0010077,Cristo Rey,1,,001_B
001,LA,LA0010078,Prosperidad,0,,001_A
001,LA,LA0010079,Cristo Rey,1,,001_B
001,LA,LA00100710,Prosperidad,0,,001_A
001,LA,LA00100711,Cristo Rey,1,,001_B
001,LA,LA00100712,Prosperidad,0,,001_A
001,LA,LA00100713,Cristo Rey,1,,001_B
001,LA,LA0010081,Cristo Rey,1,,001_B
001,LA,LA0010082,Prosperidad,0,,001_A
001,LA,LA0010083,Cristo Rey,1,,001_B
001,LA,LA0010084,Prosperidad,0,,001_A
001,LA,LA0010085,Cristo Rey,1,,001_B
001,LA,LA0010086,Prosperidad,0,,001_A
001,LA,LA0010091,Cristo Rey,1,,001_B
001,LA,LA0010092,Prosperidad,0,,001_A
001,LA,LA0010093,Cristo Rey,1,,001_B
001,LA,LA0010094,Prosperidad,0,,001_A
001,LA,LA0010095,Cristo Rey,1,,001_B
001,LA,LA0010096,Prosperidad,0,,001_A
001,LA,LA0010097,Cristo Rey,1,,001_B
001,LA,LA0010098,Prosperidad,0,,001_A
001,LA,LA0010099,Cristo Rey,1,,001_B
001,LA,LA00100910,Prosperidad,0,,001_A
001,LA,LA00100911,Cristo Rey,1,,001_B
001,LA,LA00100912,Prosperidad,0,,001_A
001,LA,LA00100913,Cristo Rey,1,,001_B
001,LA,LA00100914,Prosperidad,0,,001_A
001,LA,LA0010101,Cristo Rey,1,,001_B
001,LA,LA0010102,Prosperidad,0,,001_A
001,LA,LA0010103,Cristo Rey,1,,001_B
001,LA,LA0010104,Prosperidad,0,,001_A
001,LA,LA0010105,Cristo Rey,1,,001_B
001,LA,LA0010106,Prosperidad,0,,001_A
001,LA,LA0010107,Cristo Rey,1,,001_B
001,LA,LA0010108,Prosperidad,0,,001_A
001,LA,LA0010109,Cristo Rey,1,,001_B
001,LA,LA00101010,Prosperidad,0,,001_A
001,LA,LA00101011,Cristo Rey,1,,001_B
001,LA,LA00101012,Prosperidad,0,,001_A
001,LA,LA00101013,Cristo Rey,1,,001_B
001,LA,LA0010111,Cristo Rey,1,,001_B
001,LA,LA0010112,Prosperidad,0,,001_A
001,LA,LA0010113,Cristo Rey,1,,001_B
001,LA,LA0010114,Prosperidad,0,,001_A
001,LA,LA0010115,Cristo Rey,1,,001_B
001,LA,LA0010116,Prosperidad,0,,001_A
001,LA,LA0010117,Cristo Rey,1,,001_B
001,LA,LA0010118,Prosperidad,0,,001_A
001,LA,LA0010119,Cristo Rey,1,,001_B
001,LA,LA00101110,Prosperidad,0,,001_A
001,LA,LA00101111,Cristo Rey,1,,001_B
001,LA,LA00101112,Prosperidad,0,,001_A
001,LA,LA00101113,Cristo Rey,1,,001_B
001,SA,SA0010011,Cristo Rey,1,,001_B
001,SA,SA0010012,Prosperidad,0,,001_A
001,SA,SA0010013,Cristo Rey,1,,001_B
001,SA,SA0010014,Prosperidad,0,,001_A
001,SA,SA0010015,Cristo Rey,1,,001_B
001,SA,SA0010016,Prosperidad,0,,001_A
001,SA,SA0010017,Cristo Rey,1,,001_B
001,SA,SA0010018,Prosperidad,0,,001_A
001,SA,SA0010019,Cristo Rey,1,,001_B
001,SA,SA00100110,Prosperidad,0,,001_A
001,SA,SA00100111,Cristo Rey,1,,001_B
001,SA,SA00100112,Prosperidad,0,,001_A
001,SA,SA00100113,Cristo Rey,1,,001_B
001,SA,SA00100114,Prosperidad,0,,001_A
001,SA,SA00100115,Cristo Rey,1,,001_B
001,SA,SA00100116,Prosperidad,0,,001_A
001,SA,SA00100117,Cristo Rey,1,,001_B
001,SA,SA00100118,Prosperidad,0,,001_A
001,SA,SA00100119,Cristo Rey,1,,001_B
001,SA,SA0010021,Prosperidad,0,,001_A
001,SA,SA0010022,Cristo Rey,1,,001_B
001,SA,SA0010023,Prosperidad,0,,001_A
001,SA,SA0010024,Cristo Rey,1,,001_B
001,SA,SA0010025,Prosperidad,0,,001_A
001,SA,SA0010026,Cristo Rey,1,,001_B
001,SA,SA0010027,Prosperidad,0,,001_A
001,SA,SA0010028,Cristo Rey,1,,001_B
001,SA,SA0010029,Prosperidad,0,,001_A
001,SA,SA00100210,Cristo Rey,1,,001_B
001,SA,SA00100211,Prosperidad,0,,001_A
001,SA,SA00100212,Cristo Rey,1,,001_B
001,SA,SA00100213,Prosperidad,0,,001_A
001,SA,SA00100214,Cristo Rey,1,,001_B
001,SA,SA00100215,Prosperidad,0,,001_A
001,SA,SA00100216,Cristo Rey,1,,001_B
001,SA,SA00100217,Prosperidad,0,,001_A
001,SA,SA00100218,Cristo Rey,1,,001_B
001,SA,SA00100219,Prosperidad,0,,001_A
001,SA,SA00100220,Cristo Rey,1,,001_B
001,SA,SA00100221,Prosperidad,0,,001_A
001,SA,SA0010031,Cristo Rey,1,,001_B
001,SA,SA0010032,Prosperidad,0,,001_A
001,SA,SA0010033,Cristo Rey,1,,001_B
001,SA,SA0010034,Prosperidad,0,,001_A
001,SA,SA0010035,Cristo Rey,1,,001_B
001,SA,SA0010036,Prosperidad,0,,001_A
001,SA,SA0010037,Cristo Rey,1,,001_B
001,SA,SA0010038,Prosperidad,0,,001_A
001,SA,SA0010039,Cristo Rey,1,,001_B
001,SA,SA00100310,Prosperidad,0,,001_A
001,SA,SA00100311,Cristo Rey,1,,001_B
001,SA,SA00100312,Prosperidad,0,,001_A
001,SA,SA00100313,Cristo Rey,1,,001_B
001,SA,SA00100314,Prosperidad,0,,001_A
001,SA,SA00100315,Cristo Rey,1,,001_B
001,SA,SA00100316,Prosperidad,0,,001_A
001,SA,SA00100317,Cristo Rey,1,,001_B
001,SA,SA00100318,Prosperidad,0,,001_A
001,SA,SA00100319,Cristo Rey,1,,001_B
001,SA,SA00100320,Prosperidad,0,,001_A
001,SA,SA00100321,Cristo Rey,1,,001_B
001,SA,SA0010041,Cristo Rey,1,,001_B
001,SA,SA0010042,Prosperidad,0,,001_A
001,SA,SA0010043,Cristo Rey,1,,001_B
001,SA,SA0010044,Prosperidad,0,,001_A
001,SA,SA0010045,Cristo Rey,1,,001_B
001,SA,SA0010046,Prosperidad,0,,001_A
001,SA,SA0010047,Cristo Rey,1,,001_B
001,SA,SA0010048,Prosperidad,0,,001_A
001,SA,SA0010049,Cristo Rey,1,,001_B
001,SA,SA00100410,Prosperidad,0,,001_A
001,SA,SA00100411,Cristo Rey,1,,001_B
001,SA,SA00100412,Prosperidad,0,,001_A
001,SA,SA00100413,Cristo Rey,1,,001_B
001,SA,SA00100414,Prosperidad,0,,001_A
001,SA,SA00100415,Cristo Rey,1,,001_B
001,SA,SA00100416,Prosperidad,0,,001_A
001,SA,SA0010051,Cristo Rey,1,,001_B
001,SA,SA0010052,Prosperidad,0,,001_A
001,SA,SA0010053,Cristo Rey,1,,001_B
001,SA,SA0010054,Prosperidad,0,,001_A
001,SA,SA0010055,Cristo Rey,1,,001_B
001,SA,SA0010056,Prosperidad,0,,001_A
001,SA,SA0010057,Cristo Rey,1,,001_B
001,SA,SA0010058,Prosperidad,0,,001_A
001,SA,SA0010059,Cristo Rey,1,,001_B
001,SA,SA00100510,Prosperidad,0,,001_A
001,SA,SA00100511,Cristo Rey,1,,001_B
001,SA,SA00100512,Prosperidad,0,,001_A
001,SA,SA00100513,Cristo Rey,1,,001_B
001,SA,SA00100514,Prosperidad,0,,001_A
001,SA,SA00100515,Cristo Rey,1,,001_B
001,SA,SA00100516,Prosperidad,0,,001_A
001,SA,SA0010061,Cristo Rey,1,,001_B
001,SA,SA0010062,Prosperidad,0,,001_A
001,SA,SA0010063,Cristo Rey,1,,001_B
001,SA,SA0010064,Prosperidad,0,,001_A
001,SA,SA0010065,Cristo Rey,1,,001_B
001,SA,SA0010066,Prosperidad,0,,001_A
001,SA,SA0010067,Cristo Rey,1,,001_B
001,SA,SA0010068,Prosperidad,0,,001_A
001,SA,SA0010069,Cristo Rey,1,,001_B
001,SA,SA00100610,Prosperidad,0,,001_A
001,SA,SA00100611,Cristo Rey,1,,001_B
001,SA,SA00100612,Prosperidad,0,,001_A
001,SA,SA00100613,Cristo Rey,1,,001_B
001,SA,SA00100614,Prosperidad,0,,001_A
001,SA,SA00100615,Cristo Rey,1,,001_B
001,SA,SA00100616,Prosperidad,0,,001_A
001,SA,SA0010071,Cristo Rey,1,,001_B
001,SA,SA0010072,Prosperidad,0,,001_A
001,SA,SA0010073,Cristo Rey,1,,001_B
001,SA,SA0010074,Prosperidad,0,,001_A
001,SA,SA0010075,Cristo Rey,1,,001_B
001,SA,SA0010076,Prosperidad,0,,001_A
001,SA,SA0010077,Cristo Rey,1,,001_B
001,SA,SA0010078,Prosperidad,0,,001_A
001,SA,SA0010079,Cristo Rey,1,,001_B
001,SA,SA00100710,Prosperidad,0,,001_A
001,SA,SA00100711,Cristo Rey,1,,001_B
001,SA,SA00100712,Prosperidad,0,,001_A
001,SA,SA0010081,Cristo Rey,1,,001_B
001,SA,SA0010082,Prosperidad,0,,001_A
001,SA,SA0010083,Cristo Rey,1,,001_B
001,SA,SA0010084,Prosperidad,0,,001_A
001,SA,SA0010085,Cristo Rey,1,,001_B
001,SA,SA0010086,Prosperidad,0,,001_A
001,SA,SA0010087,Cristo Rey,1,,001_B
001,SA,SA0010088,Prosperidad,0,,001_A
002,FE,FE0020011,Reina Victoria,0,,002_A
002,FE,FE0020012,Manuel Becerra,1,,002_B
002,FE,FE0020013,Reina Victoria,0,,002_A
002,FE,FE0020014,Manuel Becerra,1,,002_B
002,FE,FE0020015,Reina Victoria,0,,002_A
002,FE,FE0020016,Manuel Becerra,1,,002_B
002,FE,FE0020017,Reina Victoria,0,,002_A
002,FE,FE0020018,Manuel Becerra,1,,002_B
002,FE,FE0020019,Reina Victoria,0,,002_A
002,FE,FE00200110,Manuel Becerra,1,,002_B
002,FE,FE00200111,Reina Victoria,0,,002_A
002,FE,FE00200112,Manuel Becerra,1,,002_B
002,FE,FE00200113,Reina Victoria,0,,002_A
002,FE,FE00200114,Manuel Becerra,1,,002_B
002,FE,FE00200115,Reina Victoria,0,,002_A
002,FE,FE00200116,Manuel Becerra,1,,002_B
002,FE,FE00200117,Reina Victoria,0,,002_A
002,FE,FE00200118,Manuel Becerra,1,,002_B
002,FE,FE00200119,Reina Victoria,0,,002_A
002,FE,FE00200120,Manuel Becerra,1,,002_B
002,FE,FE00200121,Reina Victoria,0,,002_A
002,FE,FE00200122,Manuel Becerra,1,,002_B
002,FE,FE00200123,Reina Victoria,0,,002_A
002,FE,FE00200124,Manuel Becerra,1,,002_B
002,FE,FE0020021,Manuel Becerra,1,,002_B
002,FE,FE0020022,Reina Victoria,0,,002_A
002,FE,FE0020023,Manuel Becerra,1,,002_B
002,FE,FE0020024,Reina Victoria,0,,002_A
002,FE,FE0020025,Manuel Becerra,1,,002_B
002,FE,FE0020026,Reina Victoria,0,,002_A
002,FE,FE0020027,Manuel Becerra,1,,002_B
002,FE,FE0020028,Reina Victoria,0,,002_A
002,FE,FE0020029,Manuel Becerra,1,,002_B
002,FE,FE00200210,Reina Victoria,0,,002_A
002,FE,FE00200211,Manuel Becerra,1,,002_B
002,FE,FE00200212,Reina Victoria,0,,002_A
002,FE,FE00200213,Manuel Becerra,1,,002_B
002,FE,FE00200214,Reina Victoria,0,,002_A
002,FE,FE00200215,Manuel Becerra,1,,002_B
002,FE,FE00200216,Reina Victoria,0,,002_A
002,FE,FE00200217,Manuel Becerra,1,,002_B
002,FE,FE00200218,Reina Victoria,0,,002_A
002,FE,FE00200219,Manuel Becerra,1,,002_B
002,FE,FE00200220,Reina Victoria,0,,002_A
002,FE,FE00200221,Manuel Becerra,1,,002_B
002,FE,FE00200222,Reina Victoria,0,,002_A
002,FE,FE00200223,Manuel Becerra,1,,002_B
002,FE,FE00200224,Reina Victoria,0,,002_A
002,FE,FE00200225,Manuel Becerra,1,,002_B
002,FE,FE0020031,Reina Victoria,0,,002_A
002,FE,FE0020032,Manuel Becerra,1,,002_B
002,FE,FE0020033,Reina Victoria,0,,002_A
002,FE,FE0020034,Manuel Becerra,1,,002_B
002,FE,FE0020035,Reina Victoria,0,,002_A
002,FE,FE0020036,Manuel Becerra,1,,002_B
002,FE,FE0020037,Reina Victoria,0,,002_A
002,FE,FE0020038,Manuel Becerra,1,,002_B
002,FE,FE0020039,Reina Victoria,0,,002_A
002,FE,FE00200310,Manuel Becerra,1,,002_B
002,FE,FE00200311,Reina Victoria,0,,002_A
002,FE,FE00200312,Manuel Becerra,1,,002_B
002,FE,FE00200313,Reina Victoria,0,,002_A
002,FE,FE00200314,Manuel Becerra,1,,002_B
002,FE,FE00200315,Reina Victoria,0,,002_A
002,FE,FE00200316,Manuel Becerra,1,,002_B
002,FE,FE00200317,Reina Victoria,0,,002_A
002,FE,FE00200318,Manuel Becerra,1,,002_B
002,FE,FE00200319,Reina Victoria,0,,002_A
002,FE,FE00200320,Manuel Becerra,1,,002_B
002,FE,FE00200321,Reina Victoria,0,,002_A
002,FE,FE00200322,Manuel Becerra,1,,002_B
002,FE,FE00200323,Reina Victoria,0,,002_A
002,FE,FE00200324,Manuel Becerra,1,,002_B
002,FE,FE00200325,Reina Victoria,0,,002_A
002,FE,FE0020041,Reina Victoria,0,,002_A
002,FE,FE0020042,Manuel Becerra,1,,002_B
002,FE,FE0020043,Reina Victoria,0,,002_A
002,FE,FE0020044,Manuel Becerra,1,,002_B
002,FE,FE0020045,Reina Victoria,0,,002_A
002,FE,FE0020046,Manuel Becerra,1,,002_B
002,FE,FE0020047,Reina Victoria,0,,002_A
002,FE,FE0020048,Manuel Becerra,1,,002_B
002,FE,FE0020049,Reina Victoria,0,,002_A
002,FE,FE00200410,Manuel Becerra,1,,002_B
002,FE,FE00200411,Reina Victoria,0,,002_A
002,FE,FE00200412,Manuel Becerra,1,,002_B
002,FE,FE00200413,Reina Victoria,0,,002_A
002,FE,FE00200414,Manuel Becerra,1,,002_B
002,FE,FE00200415,Reina Victoria,0,,002_A
002,FE,FE00200416,Manuel Becerra,1,,002_B
002,FE,FE00200417,Reina Victoria,0,,002_A
002,FE,FE00200418,Manuel Becerra,1,,002_B
002,FE,FE00200419,Reina Victoria,0,,002_A
002,FE,FE00200420,Manuel Becerra,1,,002_B
002,FE,FE0020051,Reina Victoria,0,,002_A
002,FE,FE0020052,Manuel Becerra,1,,002_B
002,FE,FE0020053,Reina Victoria,0,,002_A
002,FE,FE0020054,Manuel Becerra,1,,002_B
002,FE,FE0020055,Reina Victoria,0,,002_A
002,FE,FE0020056,Manuel Becerra,1,,002_B
002,FE,FE0020057,Reina Victoria,0,,002_A
002,FE,FE0020058,Manuel Becerra,1,,002_B
002,FE,FE0020059,Reina Victoria,0,,002_A
002,FE,FE00200510,Manuel Becerra,1,,002_B
002,FE,FE00200511,Reina Victoria,0,,002_A
002,FE,FE00200512,Manuel Becerra,1,,002_B
002,FE,FE00200513,Reina Victoria,0,,002_A
002,FE,FE00200514,Manuel Becerra,1,,002_B
002,FE,FE00200515,Reina Victoria,0,,002_A
002,FE,FE00200516,Manuel Becerra,1,,002_B
002,FE,FE00200517,Reina Victoria,0,,002_A
002,FE,FE00200518,Manuel Becerra,1,,002_B
002,FE,FE00200519,Reina Victoria,0,,002_A
002,FE,FE00200520,Manuel Becerra,1,,002_B
002,FE,FE0020061,Reina Victoria,0,,002_A
002,FE,FE0020062,Manuel Becerra,1,,002_B
002,FE,FE0020063,Reina Victoria,0,,002_A
002,FE,FE0020064,Manuel Becerra,1,,002_B
002,FE,FE0020065,Reina Victoria,0,,002_A
002,FE,FE0020066,Manuel Becerra,1,,002_B
002,FE,FE0020067,Reina Victoria,0,,002_A
002,FE,FE0020068,Manuel Becerra,1,,002_B
002,FE,FE0020069,Reina Victoria,0,,002_A
002,FE,FE00200610,Manuel Becerra,1,,002_B
002,FE,FE00200611,Reina Victoria,0,,002_A
002,FE,FE00200612,Manuel Becerra,1,,002_B
002,FE,FE00200613,Reina Victoria,0,,002_A
002,FE,FE00200614,Manuel Becerra,1,,002_B
002,FE,FE00200615,Reina Victoria,0,,002_A
002,FE,FE00200616,Manuel Becerra,1,,002_B
002,FE,FE00200617,Reina Victoria,0,,002_A
002,FE,FE00200618,Manuel Becerra,1,,002_B
002,FE,FE00200619,Reina Victoria,0,,002_A
002,FE,FE0020071,Reina Victoria,0,,002_A
002,FE,FE0020072,Manuel Becerra,1,,002_B
002,FE,FE0020073,Reina Victoria,0,,002_A
002,FE,FE0020074,Manuel Becerra,1,,002_B
002,FE,FE0020075,Reina Victoria,0,,002_A
002,FE,FE0020076,Manuel Becerra,1,,002_B
002,FE,FE0020077,Reina Victoria,0,,002_A
002,FE,FE0020078,Manuel Becerra,1,,002_B
002,FE,FE0020079,Reina Victoria,0,,002_A
002,FE,FE00200710,Manuel Becerra,1,,002_B
002,FE,FE00200711,Reina Victoria,0,,002_A
002,FE,FE00200712,Manuel Becerra,1,,002_B
002,FE,FE00200713,Reina Victoria,0,,002_A
